Target_genes	TCF7L2|Average	SRX094470|293	SRX097074|CD34_Hematopoietic_stem_cells	SRX097075|CD34_Hematopoietic_stem_cells	SRX094469|HCT_116	SRX5486437|HCT_116	SRX5486438|HCT_116	SRX5486439|HCT_116	SRX748421|HCT_116	SRX748422|HCT_116	SRX748423|HCT_116	SRX748424|HCT_116	SRX748427|HCT_116	SRX748428|HCT_116	SRX748429|HCT_116	SRX748430|HCT_116	SRX100941|HeLa	SRX150704|HeLa	SRX094468|Hep_G2	SRX097091|K-562	SRX101163|K-562	SRX367192|LNCAP	SRX100943|MCF-7	SRX250094|MDA-MB-453	SRX250095|MDA-MB-453	SRX100942|PANC-1	SRX097098|U-937	STRING
MYRIP	94.807692	224	0	0	121	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	1067	73	164	480	0	0
ZNF850	94.730769	0	354	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	621	912	0	0
DOLPP1	94.692308	0	0	0	1174	0	160	101	0	0	0	0	0	0	0	0	0	213	0	0	0	169	94	0	250	301	0	0
CCDC14	94.692308	0	0	0	422	0	162	92	0	0	0	0	0	0	0	0	106	752	0	0	0	0	127	0	322	479	0	0
SH3TC2	94.576923	0	0	0	1013	0	0	0	0	0	0	0	0	0	0	0	0	1102	0	0	0	215	129	0	0	0	0	0
LRRC66	94.538462	0	0	0	937	202	208	244	0	0	0	0	0	0	0	0	0	151	0	0	0	716	0	0	0	0	0	0
SMIM10L1	94.500000	0	540	573	152	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	178	911	0	0	0
PRH1-TAS2R14	94.500000	0	540	573	152	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	178	911	0	0	0
MBTPS1	94.423077	0	360	292	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	1364	0	0	0
SEPTIN7	94.307692	0	428	324	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	881	184	0	0
PRPF18	94.230769	0	0	82	634	0	0	99	0	0	0	0	0	0	0	0	0	365	0	0	0	126	0	142	804	198	0	0
CWC25	94.192308	0	109	186	407	78	0	113	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	357	1026	0	0	0
SART1	94.153846	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	129	0	190	1071	322	0	0
MSL3	94.153846	193	0	0	676	0	0	0	0	0	0	0	0	0	0	0	0	997	0	0	0	162	0	0	204	216	0	0
XPC	94.115385	0	297	448	91	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	1538	0	0	0
LSM3	94.115385	0	297	448	91	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	1538	0	0	0
ATP2A3	94.115385	0	1153	1174	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL8	94.000000	594	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	307	105	278	94	0	0
CACYBP	93.961538	0	0	0	570	0	124	0	0	0	0	0	0	0	0	0	0	597	0	0	0	107	0	0	799	246	0	0
LPXN	93.923077	0	423	460	223	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	135	0	0	619	171	208	0
HARBI1	93.807692	0	0	0	1094	0	173	0	0	0	0	0	0	0	0	0	0	408	0	0	0	188	0	0	218	358	0	0
ATG13	93.807692	0	0	0	1094	0	173	0	0	0	0	0	0	0	0	0	0	408	0	0	0	188	0	0	218	358	0	0
SETDB2	93.423077	0	110	224	190	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	311	1303	94	0	0
CAB39L	93.423077	0	110	224	190	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	311	1303	94	0	0
TMCO1	93.307692	0	344	314	193	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	1380	0	0	0
SNRPD3	93.269231	115	0	0	581	152	84	173	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	192	586	254	0	0
RFXANK	93.269231	0	0	0	913	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	138	0	101	400	347	0	0
PSMC3IP	93.269231	126	0	0	207	0	103	0	0	0	0	0	0	0	0	0	212	1385	0	0	0	0	0	0	122	270	0	0
GUCD1	93.269231	115	0	0	581	152	84	173	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	192	586	254	0	0
BORCS8	93.269231	0	0	0	913	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	138	0	101	400	347	0	0
UMAD1	93.230769	0	0	0	627	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	213	0	150	567	481	0	0
RPL22L1	93.230769	106	0	0	759	0	0	131	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	149	493	311	0	0
PSD	93.230769	110	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	484	326	0	0
MFAP4	93.230769	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	870	0	689	0	0	0
NCBP2AS2	93.192308	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	384	1442	102	0	0
NCBP2	93.192308	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	384	1442	102	0	0
MTCH2	93.192308	0	0	0	365	149	106	186	0	0	0	0	0	0	0	0	194	885	0	0	0	0	0	0	342	196	0	0
ATF7-NPFF	93.192308	0	207	270	247	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	145	920	132	128	0
ATF7	93.192308	0	207	270	247	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	145	920	132	128	0
SLC46A3	93.076923	0	0	0	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	169	736	289	0	0
TMED9	93.038462	0	0	0	535	166	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	200	318	218	808	89	0	0
IMMP2L	93.000000	0	0	0	610	253	246	259	0	0	0	0	0	0	0	0	0	305	0	0	0	152	0	0	254	339	0	0
U2SURP	92.846154	0	0	0	530	0	0	122	0	0	0	0	0	0	0	0	0	278	0	0	0	312	0	0	834	338	0	0
CLIC4	92.692308	0	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	184	0	0	231	857	0	0
LTK	92.653846	86	0	0	1366	0	333	211	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0
FMC1-LUC7L2	92.653846	177	246	225	227	0	0	88	0	0	0	0	0	0	0	0	0	494	0	0	0	0	110	94	340	255	153	0
FMC1	92.653846	177	246	225	227	0	0	88	0	0	0	0	0	0	0	0	0	494	0	0	0	0	110	94	340	255	153	0
SECISBP2	92.615385	0	0	0	837	0	116	0	0	0	0	0	0	0	0	0	0	509	0	0	0	113	116	0	523	194	0	0
DAGLB	92.576923	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	122	917	0	0	0	542	0	0	171	0	0	0
TMOD3	92.538462	0	0	0	659	0	188	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	165	137	355	0	0	0
PSTK	92.538462	0	0	0	486	0	246	266	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	122	737	238	0	0
PALB2	92.538462	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	246	1079	174	0	0
DCTN5	92.538462	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	246	1079	174	0	0
GNA12	92.500000	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	143	302	0	228	865	0	0
STARD3NL	92.461538	0	0	0	693	80	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	127	0	125	263	969	0	0
GTF2H2C_2	92.461538	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	520	0	207	826	118	106	0
SGK1	92.346154	0	0	0	517	129	150	161	0	0	0	0	0	0	0	0	0	121	0	0	0	224	228	214	475	182	0	0
SMNDC1	92.307692	0	209	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	1704	0	0	0
RRBP1	92.230769	358	0	0	245	0	203	0	0	0	0	0	0	0	0	0	0	499	0	0	0	237	223	0	223	410	0	0
OSTC	92.230769	0	0	0	516	195	172	162	0	0	0	0	0	0	0	0	0	622	0	0	0	204	0	0	232	295	0	0
AMBRA1	92.153846	0	0	0	696	0	0	210	0	0	0	0	0	0	0	0	0	714	0	0	0	152	0	0	296	328	0	0
CEP43	92.115385	257	0	0	971	0	128	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	128	206	507	0	0
TBL3	92.038462	0	105	101	448	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	227	1254	174	0	0
SCAF11	92.000000	0	124	0	568	0	0	0	0	0	0	0	0	0	0	0	96	752	0	0	0	165	0	96	431	160	0	0
PMVK	92.000000	284	0	0	332	0	0	151	0	0	0	0	0	0	0	0	0	704	0	0	0	0	149	118	423	231	0	0
ZNRD2	91.961538	0	0	0	585	98	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	250	0	152	651	277	0	0
MAGOHB	91.961538	0	142	197	290	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	164	1422	0	0	0
KBTBD2	91.961538	0	0	0	931	163	179	194	0	0	0	0	0	0	0	0	0	378	0	0	0	0	94	0	216	236	0	0
DARS1	91.961538	0	230	261	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	1158	0	0	0
LAMA3	91.884615	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	96	1054	0	0	0	691	0	0	109	0	0	0
CTNNB1	91.884615	0	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	229	0	135	410	165	87	0
RPS6	91.846154	0	422	516	254	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	825	0	125	0
CHUK	91.692308	0	334	370	355	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	256	903	0	0	0
SUGP1	91.653846	0	313	349	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	1157	0	0	0
MAU2	91.653846	0	313	349	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	1157	0	0	0
RNF115	91.615385	0	0	0	595	188	216	196	0	0	0	0	0	0	0	0	0	312	0	0	0	134	0	83	305	353	0	0
POLR3C	91.615385	0	0	0	595	188	216	196	0	0	0	0	0	0	0	0	0	312	0	0	0	134	0	83	305	353	0	0
WDR76	91.538462	0	0	0	611	0	0	148	0	0	0	0	0	0	0	0	0	716	0	0	0	134	0	231	392	148	0	0
INTS12	91.538462	0	143	191	656	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	283	0	0	604	92	0	0
ETF1	91.461538	0	186	254	270	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	222	1186	127	0	0
GPX4	91.346154	0	0	0	887	191	310	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0
SIPA1L1	91.269231	0	363	376	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	1249	0	0	0
INO80C	91.269231	145	0	0	755	137	0	129	0	0	0	0	0	0	0	0	0	411	0	0	0	144	0	0	408	244	0	0
SREBF2	91.230769	0	0	0	507	87	110	134	0	0	0	0	0	0	0	0	0	255	0	0	0	370	0	85	471	353	0	0
AP3B1	91.192308	0	0	0	704	151	0	201	0	0	0	0	0	0	0	0	0	226	0	0	0	202	0	0	496	391	0	0
SOX14	91.000000	925	0	0	0	122	217	176	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	742	0	0
SPNS1	90.923077	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	189	0	356	1201	131	0	0
DNMT1	90.923077	189	0	0	831	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	247	0	166	437	0	0
TRIP12	90.730769	150	0	0	522	190	234	210	0	0	0	0	0	0	0	0	0	201	0	0	0	179	0	115	340	218	0	0
FBXO36	90.730769	150	0	0	522	190	234	210	0	0	0	0	0	0	0	0	0	201	0	0	0	179	0	115	340	218	0	0
CDC73	90.730769	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	316	1216	138	0	0
EED	90.692308	175	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	860	0	0	0	0	194	116	453	165	0	0
PUS10	90.576923	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	132	662	90	198	837	0	0
PEX13	90.576923	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	132	662	90	198	837	0	0
MRPL12	90.576923	0	208	253	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	1408	0	0	0
GSPT1	90.538462	0	0	0	304	0	182	192	0	0	0	0	0	0	0	0	0	479	0	0	0	169	0	178	689	161	0	0
PCNA	90.384615	0	0	0	1013	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	93	366	486	0	0
TMEM230	90.346154	0	0	0	118	0	137	126	0	0	0	0	0	0	0	0	101	689	0	0	0	0	0	129	1049	0	0	0
ZNF350	90.192308	493	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	873	0	0	0	0	293	0	306	302	0	0
WASHC5	90.192308	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	265	1265	0	0	0
NSMCE2	90.192308	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	265	1265	0	0	0
MGST3	90.192308	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	151	503	133	0	0
TUT1	90.076923	0	0	0	403	0	88	131	0	0	0	0	0	0	0	0	0	465	0	0	0	137	0	0	723	395	0	0
IFT172	90.076923	0	0	0	825	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	171	0	0	564	255	0	0
ABCC2	89.961538	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	415	126	0	0	1179	0	0	0	0	0	0
DVL2	89.923077	0	0	0	995	0	133	141	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	215	489	0	0
ZNF92	89.846154	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	724	0	0	0	112	0	0	324	468	0	0
DZIP3	89.846154	0	163	280	307	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	162	993	185	0	0
CIP2A	89.846154	0	163	280	307	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	162	993	185	0	0
ENGASE	89.500000	0	0	0	1172	206	0	284	0	0	0	0	0	0	0	0	0	178	0	0	0	0	236	0	0	251	0	0
PLD1	89.461538	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	114	284	719	0	0
DMBX1	89.269231	0	291	391	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	661	0	0	0
BLOC1S6	89.230769	0	0	0	602	0	235	184	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	139	640	134	0	0
TSN	89.153846	0	99	0	378	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	281	1424	0	0	0
RPL22	89.153846	159	0	0	712	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	117	149	108	413	243	0	0
PLTP	89.153846	0	0	149	908	0	0	0	0	0	0	0	0	0	0	0	0	893	0	0	0	179	0	0	0	189	0	0
OTUD5	89.153846	0	0	0	510	0	0	101	0	0	0	0	0	0	0	0	0	635	0	0	0	141	106	0	225	600	0	0
XKRX	89.076923	104	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	333	204	319	0	0	0
CREBBP	89.076923	0	0	0	164	112	104	105	0	0	0	0	0	0	0	0	95	998	0	0	0	0	143	0	274	321	0	0
PSMG2	89.038462	0	0	111	712	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	129	803	290	0	0
CEP76	89.038462	0	0	111	712	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	129	803	290	0	0
SCAMP5	89.000000	0	559	543	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	683	0	172	0
ZNF852	88.961538	0	0	0	281	124	150	159	0	0	0	0	0	0	0	0	131	945	0	0	0	153	0	0	211	159	0	0
STAT1	88.923077	0	0	151	640	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	213	789	293	0	0
COA6	88.884615	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	278	0	282	748	252	0	0
RTL10	88.846154	0	0	0	293	121	194	284	0	0	0	0	0	0	0	0	0	1016	0	0	0	0	0	0	281	121	0	0
GNB1L	88.846154	0	0	0	293	121	194	284	0	0	0	0	0	0	0	0	0	1016	0	0	0	0	0	0	281	121	0	0
SMC3	88.807692	0	0	0	789	171	203	224	0	0	0	0	0	0	0	0	0	502	0	0	0	0	0	0	232	188	0	0
SCML1	88.807692	271	0	0	286	0	0	0	0	0	0	0	0	0	0	0	133	662	0	0	0	265	0	144	239	309	0	0
OTUD1	88.730769	0	0	0	930	138	0	144	0	0	0	0	0	0	0	0	0	316	0	0	0	0	279	0	222	278	0	0
NCSTN	88.730769	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	212	0	251	625	149	0	0
COPA	88.730769	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	212	0	251	625	149	0	0
TCP11L1	88.653846	338	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	149	122	148	294	0	0
MANF	88.653846	0	0	0	727	201	247	178	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	394	148	0	0
MED23	88.615385	0	142	135	361	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	194	1045	205	0	0
XAB2	88.576923	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	214	0	0	973	173	0	0
UQCRB	88.576923	0	0	0	807	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	182	0	0	661	251	0	0
PANK2	88.538462	0	0	0	875	229	278	177	0	0	0	0	0	0	0	0	0	111	0	0	0	190	0	0	247	195	0	0
ATP23	88.500000	0	0	0	603	0	173	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	242	139	462	405	0	0
AKAP1	88.500000	0	188	311	520	124	125	117	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	118	417	207	0	0
PLCD3	88.384615	154	0	0	517	209	208	248	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	280	250	0	0
ACBD4	88.384615	154	0	0	517	209	208	248	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	280	250	0	0
GDPD1	88.346154	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	464	0	132	298	0	0
INO80	88.269231	0	0	142	440	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	186	1119	171	0	0
TUBA1C	88.076923	0	0	0	751	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	0	0	328	0	0	707	0	0
RANBP6	88.076923	0	135	0	959	159	226	297	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	304	0	0	0
SHROOM1	88.000000	0	0	0	1140	0	168	0	0	0	0	0	0	0	0	0	0	492	0	0	0	146	0	0	138	204	0	0
C17orf75	88.000000	0	0	0	666	152	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	346	0	156	368	237	0	0
C15orf62	87.961538	0	103	152	0	0	0	0	0	0	0	0	0	0	0	0	0	1919	0	0	0	0	0	0	113	0	0	0
TIMM17A	87.923077	0	99	0	456	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	80	0	253	1141	157	0	0
GTF2H2C	87.923077	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	519	0	207	826	0	106	0
SPATA6L	87.846154	82	0	0	562	100	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	597	160	396	233	0	0
PLPP6	87.846154	82	0	0	562	100	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	597	160	396	233	0	0
BDKRB2	87.769231	191	0	0	1040	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	124	163	0	374	0	0	0
MEF2C	87.730769	0	127	123	542	0	0	0	186	0	0	0	183	0	0	0	0	0	0	0	0	743	0	0	172	205	0	0
TAF9	87.692308	0	0	0	234	0	178	194	0	0	0	0	0	0	0	0	107	318	0	0	0	0	189	0	393	667	0	0
RAD17	87.692308	0	0	0	234	0	178	194	0	0	0	0	0	0	0	0	107	318	0	0	0	0	189	0	393	667	0	0
AK6	87.692308	0	0	0	234	0	178	194	0	0	0	0	0	0	0	0	107	318	0	0	0	0	189	0	393	667	0	0
RBM47	87.615385	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	167	818	0	684	0	0	0
ANKRD17	87.615385	0	0	146	726	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	64	766	330	0	0
CREM	87.576923	445	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	244	0	225	377	207	0	0	301	119	0	0
SFPQ	87.538462	0	0	100	556	81	156	166	0	0	0	0	0	0	0	0	0	466	0	0	0	101	0	0	211	439	0	0
YIPF3	87.500000	0	123	265	346	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	1414	0	0	0
USP8	87.500000	0	0	0	757	98	126	129	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	151	564	145	0	0
POLR1C	87.500000	0	123	265	346	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	1414	0	0	0
ZNF143	87.461538	153	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	167	0	0	0	1042	0	0
PRDX2	87.384615	120	0	0	719	140	121	155	0	0	0	0	0	0	0	0	0	453	0	0	0	0	138	95	217	114	0	0
HNRNPD	87.346154	0	0	0	417	96	240	185	0	0	0	0	0	0	0	0	0	292	0	0	0	248	0	89	400	304	0	0
SRP19	87.307692	0	271	310	231	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	131	0	0	874	181	0	0
MEAF6	87.269231	0	0	0	813	0	220	137	0	0	0	0	0	0	0	0	0	446	0	0	0	102	0	0	316	235	0	0
SPRTN	87.230769	0	178	300	189	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	225	1063	146	0	0
EXOC8	87.230769	0	178	300	189	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	225	1063	146	0	0
SPAG4	87.192308	150	108	81	409	0	146	90	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	250	510	0	0
GARS1	87.076923	0	66	139	506	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	179	660	170	196	0
PRNP	87.000000	0	0	0	838	0	156	0	0	0	0	0	0	0	0	0	0	177	0	0	0	411	0	0	242	438	0	0
MTSS2	86.961538	0	0	0	1105	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	238	518	0	0	0	0	0
PSMD14	86.923077	0	0	0	576	143	274	251	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	371	374	0	0
KIT	86.923077	0	0	0	0	0	170	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	628	876	0	0	0
GOLGA8Q	86.923077	0	0	0	749	122	0	231	0	0	0	0	0	0	0	0	0	502	0	0	0	0	157	0	188	152	159	0
IL17RD	86.884615	141	0	0	762	199	148	213	0	0	0	0	0	0	0	0	0	129	0	0	0	210	0	0	189	268	0	0
NME1-NME2	86.846154	0	0	91	543	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	336	0	0	725	279	0	0
NME1	86.846154	0	0	91	543	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	336	0	0	725	279	0	0
MRPL44	86.807692	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	177	0	136	786	237	0	0
BRMS1	86.653846	0	0	0	477	0	128	91	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	91	816	255	0	0
EIF3B	86.576923	277	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	441	0	238	405	0	0
LYRM4	86.384615	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	115	585	453	0	0
FARS2	86.384615	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	115	585	453	0	0
ANAPC5	86.307692	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	112	0	0	1614	0	0	0
UGP2	86.269231	0	0	0	949	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	103	0	0	311	439	0	0
DMAP1	86.076923	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	210	0	177	409	422	0	0
TARDBP	85.923077	153	0	91	225	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	153	1087	192	0	0
MRPL21	85.923077	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	418	899	258	0	0
IGHMBP2	85.923077	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	418	899	258	0	0
CUEDC1	85.923077	0	75	127	696	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	656	0	0	0	0	165	0
AP3M2	85.923077	189	0	0	909	183	156	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	364	198	0	0
SLC15A4	85.653846	0	384	485	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	855	0	0	0
MYBBP1A	85.653846	81	0	0	486	189	210	279	0	0	0	0	0	0	0	0	0	251	0	0	0	226	0	0	113	392	0	0
FOXO3B	85.615385	0	0	158	354	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	158	1267	156	0	0
SHPRH	85.576923	0	234	357	198	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	1136	197	0	0
KLHL12	85.538462	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	236	1104	137	0	0
RAPGEF6	85.461538	0	0	85	303	0	0	140	0	0	0	0	0	0	0	0	0	500	0	0	0	97	0	90	785	222	0	0
TADA3	85.423077	0	209	289	410	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	133	567	103	0	0
HEBP2	85.423077	0	0	0	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	122	714	160	0	0
ARPC4-TTLL3	85.423077	0	209	289	410	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	133	567	103	0	0
ARPC4	85.423077	0	209	289	410	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	133	567	103	0	0
PAM	85.384615	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	1015	0	0	0	147	0	0
DNAJC19	85.384615	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	171	0	147	1027	0	0	0
TRMT2A	85.346154	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	188	1455	111	0	0
RANBP1	85.346154	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	188	1455	111	0	0
