Target_genes	ATF3|Average	SRX190245|A549	SRX2207915|CS1AN	SRX2207916|CS1AN	SRX2207917|CS1AN	SRX2207918|CS1AN	SRX1759184|Dermal_fibroblast	SRX1759186|Dermal_fibroblast	SRX109484|GBM1-HAM	SRX100553|GM12878	SRX1384025|HCT_116	SRX1384026|HCT_116	SRX1384029|HCT_116	SRX190213|HCT_116	SRX100548|Hep_G2	SRX100557|hESC_H1	SRX100425|K-562	SRX150471|K-562	STRING
LAMA3	92.176471	0	0	84	0	367	0	0	0	0	642	0	128	346	0	0	0	0	0
KDM2A	92.176471	0	0	141	0	408	0	0	0	0	430	0	0	225	0	0	363	0	0
NFYA	92.117647	134	0	172	0	496	0	0	0	0	129	0	0	239	201	0	195	0	0
NAPG	92.117647	148	0	0	0	711	0	0	0	160	78	0	0	208	0	0	261	0	0
ERI1	92.000000	126	0	128	0	478	0	136	0	0	230	0	72	139	0	0	255	0	0
TUBB2A	91.941176	0	0	105	0	320	0	167	0	0	370	0	211	184	0	0	206	0	0
DLX4	91.941176	0	0	263	0	203	0	0	116	0	631	0	91	259	0	0	0	0	0
CALCOCO1	91.941176	0	0	89	0	328	0	0	0	414	112	0	0	134	258	88	140	0	0
ACADVL	91.941176	0	0	0	0	180	0	0	0	0	540	0	164	160	0	0	519	0	0
KPNB1	91.882353	118	0	224	0	422	0	0	0	0	0	0	180	381	0	0	237	0	0
FXN	91.882353	131	0	380	0	504	0	0	0	0	118	0	0	229	0	0	200	0	0
TM9SF1	91.823529	139	0	122	0	399	0	0	0	0	333	0	106	225	0	0	237	0	0
ARNTL	91.823529	0	0	146	0	355	0	0	0	323	0	0	0	0	95	478	164	0	0
TXNIP	91.764706	0	0	0	0	424	0	0	0	0	0	0	0	0	999	0	137	0	0
TOMM22	91.764706	146	0	286	0	352	0	0	0	162	193	0	0	305	116	0	0	0	0
SMG1	91.764706	0	0	0	0	554	0	0	0	0	387	0	131	165	129	0	194	0	0
RNF138	91.764706	0	0	107	0	257	0	0	0	0	215	0	191	0	0	92	698	0	0
C12orf43	91.764706	0	0	0	0	116	0	0	0	206	283	0	0	167	0	177	611	0	0
FAM122C	91.705882	0	0	107	0	0	0	0	0	0	559	0	318	101	0	0	474	0	0
TJP2	91.647059	0	0	69	0	545	0	164	293	0	296	0	0	191	0	0	0	0	0
SF3B6	91.647059	418	0	0	0	280	0	0	0	0	207	0	0	479	0	0	174	0	0
TMEM115	91.588235	0	0	0	0	156	0	0	0	427	180	0	0	104	298	156	236	0	0
DMAC2	91.588235	203	0	0	0	229	0	0	159	0	334	0	332	175	0	0	125	0	0
XPNPEP1	91.529412	0	0	0	0	169	0	0	0	0	477	0	326	210	0	0	374	0	0
TRAM1	91.529412	171	0	133	0	318	0	0	0	171	128	0	0	167	129	0	339	0	0
GORASP2	91.529412	251	0	181	0	478	0	0	0	0	0	0	0	335	108	0	203	0	0
TSEN54	91.470588	96	0	232	0	238	0	0	0	0	0	0	0	225	135	197	432	0	0
CASKIN2	91.470588	96	0	232	0	238	0	0	0	0	0	0	0	225	135	197	432	0	0
POLR3B	91.411765	335	71	92	0	323	0	0	0	0	137	0	0	431	0	0	165	0	0
CYP51A1	91.411765	86	0	138	0	291	0	0	0	0	150	0	195	244	0	0	450	0	0
CISD1	91.411765	162	0	0	0	94	0	0	0	285	98	0	0	287	197	0	431	0	0
RAPGEF2	91.352941	0	0	98	0	358	0	0	141	0	698	0	0	258	0	0	0	0	0
MCCC2	91.352941	0	0	0	0	472	0	0	0	194	0	0	0	0	116	180	424	167	0
ZNF202	91.294118	0	0	0	0	497	0	0	0	138	109	0	0	215	270	0	323	0	0
TTC16	91.294118	0	0	0	0	255	0	0	0	0	522	0	229	174	0	0	372	0	0
PTRH1	91.294118	0	0	0	0	255	0	0	0	0	522	0	229	174	0	0	372	0	0
KIF2A	91.294118	0	0	0	0	354	0	0	0	0	0	0	0	106	0	204	888	0	0
RPN1	91.235294	0	0	0	0	237	0	0	0	281	158	0	153	71	168	151	332	0	0
TBCE	91.176471	0	0	0	0	152	0	0	0	0	362	0	132	627	0	0	277	0	0
LSM5	91.176471	288	0	87	0	412	0	0	0	176	0	0	0	323	0	0	264	0	0
SMG8	91.000000	681	0	0	0	124	0	0	0	0	0	0	0	571	0	0	171	0	0
FOSL1	91.000000	0	0	223	0	352	0	0	0	0	256	0	0	165	0	0	551	0	0
SSRP1	90.941176	0	0	152	0	510	0	0	0	0	371	102	246	165	0	0	0	0	0
SDR39U1	90.941176	0	0	0	0	279	0	0	0	128	228	0	184	96	209	129	293	0	0
TUBA1B	90.882353	143	0	305	0	398	0	0	0	0	256	0	126	192	0	0	125	0	0
KRT18	90.882353	0	0	0	0	275	0	0	0	0	401	0	0	173	0	0	696	0	0
GSPT1	90.882353	147	0	83	0	412	0	0	0	258	0	0	0	149	154	126	216	0	0
DYNC2I1	90.882353	311	0	0	0	251	0	0	0	186	0	0	0	411	109	0	277	0	0
H3C2	90.823529	121	0	80	0	322	0	0	0	0	330	0	176	163	0	0	352	0	0
COQ9	90.823529	0	0	0	0	550	0	0	0	0	145	0	0	105	0	0	744	0	0
CIAPIN1	90.823529	0	0	0	0	550	0	0	0	0	145	0	0	105	0	0	744	0	0
LRRC49	90.764706	386	0	267	0	361	0	0	0	0	194	0	0	335	0	0	0	0	0
RUNX1	90.705882	0	0	213	0	218	0	155	0	0	553	0	0	120	0	0	283	0	0
KDM4B	90.647059	0	0	0	0	311	0	0	0	230	0	0	0	0	256	236	508	0	0
ANKRD36	90.647059	210	0	223	0	537	0	0	0	210	0	0	0	228	0	0	133	0	0
ZNF624	90.588235	88	0	147	0	993	0	0	0	0	81	0	0	129	0	0	102	0	0
SET	90.588235	0	0	0	0	340	0	0	0	220	0	0	130	0	164	0	499	187	0
RBM15	90.588235	0	0	204	0	289	0	0	0	165	197	0	0	0	144	198	343	0	0
CLK1	90.588235	0	0	102	0	339	0	0	0	0	378	0	224	220	0	0	277	0	0
HAT1	90.529412	0	0	143	0	409	0	0	0	0	226	0	96	140	0	96	429	0	0
CDC42EP4	90.470588	0	0	127	0	317	0	0	0	0	686	0	216	192	0	0	0	0	0
AFF1	90.411765	0	0	132	0	539	0	0	0	0	161	0	0	158	112	145	290	0	0
LPP	90.352941	0	0	459	0	461	0	0	0	0	292	0	162	162	0	0	0	0	0
TSPAN10	90.294118	337	0	71	0	381	0	0	0	0	104	0	0	455	102	0	85	0	0
NPLOC4	90.294118	337	0	71	0	381	0	0	0	0	104	0	0	455	102	0	85	0	0
LAMTOR4	90.294118	0	0	0	0	176	0	0	0	215	84	0	0	127	118	131	531	153	0
HDAC7	90.294118	184	0	0	0	322	0	0	200	0	359	0	0	302	0	0	168	0	0
ALG10	90.294118	571	0	98	0	155	0	0	0	0	143	0	0	400	0	0	168	0	0
YAP1	90.235294	0	0	172	0	227	0	0	0	0	562	0	154	419	0	0	0	0	0
ST7	90.117647	0	0	98	0	259	0	157	139	0	283	0	125	0	0	0	471	0	0
RPL38	90.117647	486	0	117	0	161	0	0	0	86	0	0	0	573	0	0	109	0	0
MAP4K5	90.117647	0	0	205	0	576	0	0	0	0	403	0	0	199	0	0	149	0	0
ATL1	90.117647	0	0	205	0	576	0	0	0	0	403	0	0	199	0	0	149	0	0
PREPL	90.000000	151	0	134	0	321	0	100	0	0	189	0	272	153	0	0	210	0	0
CAMKMT	90.000000	151	0	134	0	321	0	100	0	0	189	0	272	153	0	0	210	0	0
CLP1	89.941176	113	0	0	0	367	0	0	0	270	254	0	0	182	180	0	163	0	0
ZBED5	89.882353	113	173	709	0	255	0	0	0	0	0	0	0	124	0	0	154	0	0
DGCR8	89.882353	0	0	101	0	381	0	0	188	0	318	0	0	178	0	0	362	0	0
ZNF638	89.823529	94	0	167	0	297	0	0	0	0	147	0	0	237	173	106	306	0	0
SND1	89.764706	0	0	0	0	270	0	0	0	0	675	0	156	191	0	0	234	0	0
PRKRA	89.764706	82	0	121	0	441	0	0	0	0	178	0	0	154	0	0	550	0	0
PJVK	89.764706	82	0	121	0	441	0	0	0	0	178	0	0	154	0	0	550	0	0
DSCC1	89.764706	0	0	142	0	1074	0	0	0	0	0	0	0	208	0	0	102	0	0
DRG2	89.764706	372	0	260	0	551	0	0	0	0	0	0	0	343	0	0	0	0	0
SUMO2	89.705882	0	0	0	0	316	0	0	0	0	489	0	507	101	0	0	112	0	0
SLC39A13	89.705882	290	0	141	0	249	0	0	0	0	235	0	0	215	0	0	395	0	0
MMACHC	89.705882	0	0	0	0	0	0	0	0	289	161	0	122	140	178	196	439	0	0
CCDC163	89.705882	0	0	0	0	0	0	0	0	289	161	0	122	140	178	196	439	0	0
SCNM1	89.647059	349	0	0	0	0	0	0	0	236	0	0	0	289	220	81	349	0	0
LYSMD1	89.647059	349	0	0	0	0	0	0	0	236	0	0	0	289	220	81	349	0	0
BHLHE40	89.588235	0	0	205	0	258	0	0	0	219	200	0	0	150	175	0	316	0	0
PTPN14	89.529412	0	0	375	0	250	0	0	0	0	496	0	159	242	0	0	0	0	0
FDPS	89.529412	0	0	0	0	239	0	0	0	128	282	0	104	95	0	0	481	193	0
INTS5	89.470588	447	0	165	0	273	0	0	0	0	0	0	0	550	0	0	86	0	0
TMEM101	89.411765	537	0	176	0	180	0	0	0	0	0	0	0	320	0	0	307	0	0
SHISA5	89.411765	0	0	0	0	156	0	0	141	0	442	0	0	345	0	0	436	0	0
C6orf226	89.411765	97	0	182	0	900	0	0	0	0	177	0	0	164	0	0	0	0	0
ARIH2	89.411765	0	0	0	0	211	0	165	0	0	297	0	325	233	0	0	289	0	0
SNRPD1	89.352941	168	0	289	0	273	0	0	0	0	131	0	122	229	0	0	307	0	0
EIF1AD	89.352941	359	0	143	0	431	0	0	0	0	0	0	0	416	0	0	170	0	0
BANF1	89.352941	359	0	143	0	431	0	0	0	0	0	0	0	416	0	0	170	0	0
HUS1	89.294118	212	0	155	0	578	0	0	0	0	128	0	0	316	0	0	129	0	0
ST6GALNAC3	89.235294	0	0	98	0	430	0	0	0	194	0	0	0	0	0	183	612	0	0
SMIM11B	89.235294	0	0	0	0	421	0	0	0	140	129	0	95	199	147	0	386	0	0
SMIM11A	89.235294	0	0	0	0	421	0	0	0	140	129	0	95	199	147	0	386	0	0
PCCB	89.235294	0	0	213	0	407	0	0	0	0	204	0	314	242	0	0	137	0	0
KRTAP2-3	89.176471	0	0	118	0	601	0	0	0	0	449	0	92	256	0	0	0	0	0
CRTC1	89.176471	146	0	0	0	309	0	0	0	147	205	0	97	152	0	0	460	0	0
RPS6KL1	89.117647	0	0	0	0	384	0	0	0	0	683	0	233	116	0	0	99	0	0
NADK2	89.117647	0	0	150	0	438	0	89	0	0	190	0	199	273	0	0	176	0	0
SRP9	89.058824	133	0	264	0	456	0	0	0	0	85	0	0	240	0	0	336	0	0
NR1H2	89.058824	354	0	0	0	328	0	0	0	0	199	0	200	298	0	0	135	0	0
VPS13A	88.941176	0	0	105	0	407	0	0	0	0	171	0	134	225	0	136	334	0	0
DUS1L	88.941176	274	0	210	0	183	0	0	0	0	192	0	0	412	0	0	241	0	0
NCLN	88.882353	0	0	0	0	185	0	0	0	114	730	0	359	0	123	0	0	0	0
KIFC2	88.882353	0	0	0	0	143	0	0	0	183	0	0	0	155	0	231	682	117	0
C18orf32	88.882353	0	0	88	0	233	0	0	0	0	396	0	289	313	0	0	192	0	0
C20orf27	88.764706	0	0	0	0	345	0	0	0	164	114	0	0	0	279	245	362	0	0
NDUFA12	88.705882	404	0	162	0	222	0	0	0	0	0	0	0	604	0	0	116	0	0
HNRNPA1	88.647059	334	0	0	0	263	0	0	0	92	129	0	0	363	0	0	326	0	0
C4orf36	88.647059	0	0	0	0	544	0	0	0	0	371	0	335	257	0	0	0	0	0
SCLY	88.588235	0	0	0	0	308	0	0	0	181	113	0	0	84	180	184	456	0	0
NUDT15	88.588235	116	0	267	0	337	0	0	0	0	269	0	0	378	0	0	139	0	0
WDR36	88.529412	415	0	113	0	236	0	0	0	0	103	0	0	440	0	0	198	0	0
TMEM179B	88.529412	91	0	278	0	338	0	0	0	0	299	0	0	189	0	0	310	0	0
PGPEP1	88.529412	0	0	0	0	240	0	0	0	279	208	0	0	0	228	0	550	0	0
UBQLN4	88.470588	148	0	279	0	528	0	0	0	151	0	0	0	139	127	0	132	0	0
RNF13	88.470588	78	0	81	0	368	0	0	169	0	260	0	0	127	0	155	266	0	0
LAMTOR2	88.470588	148	0	279	0	528	0	0	0	151	0	0	0	139	127	0	132	0	0
CDKAL1	88.470588	255	0	0	0	103	0	0	0	0	227	0	135	566	0	0	218	0	0
RAPGEF3	88.411765	0	0	186	0	313	0	0	0	137	298	0	0	101	0	0	468	0	0
THEM6	88.294118	0	0	123	0	230	0	0	116	0	526	0	128	240	0	0	138	0	0
MPP5	88.294118	0	0	222	0	464	0	0	0	0	410	0	149	93	0	0	163	0	0
C4orf19	88.294118	0	0	0	0	273	0	0	0	275	0	0	0	0	326	243	384	0	0
ALDH16A1	88.294118	0	0	0	0	360	0	0	0	270	114	0	0	144	156	137	320	0	0
SETMAR	88.235294	0	0	0	0	311	0	0	0	296	0	0	0	0	226	146	521	0	0
NOL6	88.235294	0	0	0	0	159	0	0	0	318	213	0	0	127	324	182	177	0	0
WIPI1	88.176471	0	0	0	0	417	0	0	116	0	216	0	233	123	0	0	394	0	0
RIOK3	88.176471	0	0	0	0	409	0	0	0	149	130	0	0	114	0	0	697	0	0
IQGAP3	88.176471	0	0	120	0	450	0	0	167	0	511	0	0	251	0	0	0	0	0
CDS2	88.176471	0	0	125	0	436	0	0	0	0	437	0	182	159	0	0	160	0	0
UBE2V2	88.117647	120	0	0	0	381	0	0	0	0	372	0	87	101	0	0	437	0	0
SRSF7	88.117647	231	0	136	123	195	0	0	0	0	155	0	127	353	0	0	178	0	0
RTF1	88.117647	0	0	0	0	565	0	0	0	0	0	0	0	0	0	117	816	0	0
PAF1	88.117647	203	0	0	0	516	0	0	97	0	289	0	102	162	0	0	129	0	0
INVS	88.117647	0	0	115	0	508	0	0	0	248	0	0	0	142	164	156	165	0	0
GTF2H2	88.117647	266	0	268	0	328	0	0	0	0	0	0	0	376	0	0	260	0	0
ERP44	88.117647	0	0	115	0	508	0	0	0	248	0	0	0	142	164	156	165	0	0
VPS35	88.058824	0	0	0	0	379	0	0	0	164	0	0	0	0	285	137	532	0	0
PRRC2A	88.058824	0	0	176	0	314	0	0	0	0	258	0	132	128	0	0	489	0	0
ENDOG	88.058824	232	0	148	0	229	0	0	0	303	0	0	0	157	126	0	302	0	0
TMEM184A	88.000000	204	0	141	0	127	0	0	0	0	579	0	143	302	0	0	0	0	0
SYNPO	88.000000	0	0	417	0	168	0	104	225	0	237	0	127	0	0	0	218	0	0
SMIM27	88.000000	0	0	88	0	377	0	0	0	211	99	0	0	0	295	236	190	0	0
OARD1	87.941176	134	0	101	0	496	0	0	0	0	129	0	0	239	201	0	195	0	0
MAD2L1	87.941176	0	0	0	0	420	0	0	0	393	70	0	0	124	0	197	291	0	0
MFHAS1	87.882353	0	0	0	0	222	0	0	0	320	0	0	0	0	319	0	633	0	0
PRDX1	87.823529	176	0	98	0	436	0	0	0	0	241	0	0	337	0	0	205	0	0
DR1	87.823529	0	0	418	0	606	0	0	0	0	206	0	0	263	0	0	0	0	0
RSPH14	87.764706	0	0	0	0	152	0	0	0	0	126	0	0	362	0	0	852	0	0
RIF1	87.764706	132	0	103	0	620	0	0	0	0	209	0	0	211	0	0	217	0	0
PNPLA8	87.764706	0	0	0	0	191	0	0	158	0	434	0	154	230	0	0	325	0	0
ROCK2	87.705882	0	0	297	0	307	0	0	0	0	140	0	0	0	160	0	587	0	0
CDK5RAP2	87.647059	0	0	0	0	330	0	0	0	0	125	0	0	0	0	96	939	0	0
FASTKD1	87.588235	89	0	0	0	0	0	0	0	159	0	0	0	203	336	0	520	182	0
THAP10	87.529412	386	0	267	0	306	0	0	0	0	194	0	0	335	0	0	0	0	0
CFAP20	87.470588	284	0	118	0	351	0	0	0	0	208	0	0	368	0	0	158	0	0
CUEDC1	87.411765	172	0	127	0	446	0	0	144	0	188	0	171	238	0	0	0	0	0
UBXN8	87.352941	0	0	129	0	81	0	0	0	0	580	0	271	137	0	0	287	0	0
GOSR2	87.352941	240	0	139	0	687	0	0	0	0	118	0	0	204	0	0	97	0	0
GNAI2	87.352941	0	103	452	0	249	0	0	0	0	126	0	83	304	0	0	168	0	0
SLC12A4	87.058824	0	0	271	0	297	0	127	0	0	548	0	0	0	0	0	237	0	0
SVIP	87.000000	0	116	332	0	463	0	0	0	0	0	0	0	287	0	0	281	0	0
SRRM1	87.000000	0	0	0	0	342	0	0	0	169	212	0	0	453	0	0	303	0	0
RAD54L2	87.000000	212	0	255	0	283	0	0	0	0	127	0	0	508	0	0	94	0	0
LAPTM4A	87.000000	0	0	0	0	207	0	0	0	169	220	0	237	79	0	101	466	0	0
COX7A2	87.000000	182	0	0	0	0	0	0	75	0	288	0	275	344	0	0	315	0	0
TFG	86.941176	116	0	443	0	417	0	0	0	0	328	0	0	174	0	0	0	0	0
PSMD8	86.941176	137	0	0	0	333	0	0	0	82	192	0	250	219	0	133	132	0	0
PLCG2	86.941176	0	0	0	0	361	0	0	0	202	102	0	0	0	0	0	813	0	0
TRPV3	86.882353	0	0	0	0	0	0	0	0	175	380	0	0	156	0	0	766	0	0
PACC1	86.882353	0	0	0	0	297	0	0	0	173	0	0	0	102	0	108	658	139	0
ERCC1	86.882353	129	0	117	0	369	0	0	0	0	414	0	0	179	0	0	269	0	0
EIF4EBP1	86.882353	0	0	0	0	291	0	156	178	0	198	0	327	103	0	0	224	0	0
NDUFV3	86.823529	0	0	0	0	549	0	0	0	0	301	0	220	89	0	0	317	0	0
IPO9	86.823529	150	0	185	0	306	0	0	0	126	96	0	0	211	0	138	264	0	0
GTF2H2C	86.764706	266	0	268	0	315	0	0	0	0	0	0	0	376	0	0	250	0	0
FBXO42	86.764706	0	0	100	0	344	0	0	0	0	356	0	0	93	0	0	582	0	0
SATB2	86.705882	0	0	0	0	178	0	0	0	0	324	0	162	123	0	0	687	0	0
OXSR1	86.705882	0	0	127	0	375	0	0	0	0	295	0	138	313	0	0	226	0	0
RAB4A	86.647059	82	0	0	0	406	0	0	0	128	0	0	0	143	144	0	570	0	0
LSM4	86.647059	0	0	0	0	314	0	0	0	154	195	0	0	171	216	142	281	0	0
HOOK2	86.588235	0	0	241	0	144	0	0	0	103	201	0	0	92	0	480	211	0	0
TPP2	86.529412	0	0	0	0	240	0	0	0	0	220	0	197	144	119	197	354	0	0
SPATC1L	86.529412	0	0	122	0	1349	0	0	0	0	0	0	0	0	0	0	0	0	0
GLO1	86.529412	0	0	91	0	693	0	0	0	0	358	0	0	133	0	0	196	0	0
FAHD2B	86.529412	0	0	0	0	454	0	0	0	0	253	0	246	148	0	0	370	0	0
NFIL3	86.470588	0	0	197	0	415	0	237	0	0	135	0	0	158	0	0	328	0	0
IGFN1	86.470588	0	0	0	0	100	0	548	0	0	822	0	0	0	0	0	0	0	0
GTF3A	86.470588	171	0	0	0	303	0	0	0	284	132	0	0	198	186	0	196	0	0
TSNAXIP1	86.411765	0	0	66	0	242	0	0	0	270	324	0	127	0	237	111	92	0	0
TMEM184B	86.411765	0	0	156	0	373	0	0	0	0	640	0	193	0	0	0	107	0	0
SUMF2	86.411765	181	0	122	0	442	0	0	0	130	162	0	0	289	0	0	143	0	0
RANBP10	86.411765	0	0	66	0	242	0	0	0	270	324	0	127	0	237	111	92	0	0
METTL5	86.411765	131	0	179	0	209	0	0	0	105	78	0	0	204	199	0	364	0	0
MEA1	86.411765	0	0	112	0	498	0	0	0	131	0	0	0	108	108	0	512	0	0
KLHDC3	86.411765	0	0	112	0	498	0	0	0	131	0	0	0	108	108	0	512	0	0
CTNNB1	86.411765	167	0	167	0	489	0	0	0	0	0	0	0	480	0	0	166	0	0
SELENOK	86.352941	0	0	0	0	177	0	0	0	0	422	0	219	255	0	0	395	0	0
KIFC1	86.352941	0	0	169	0	384	0	0	0	0	189	0	174	148	0	0	308	96	0
JRK	86.294118	322	0	0	0	170	0	0	0	0	276	0	243	343	0	0	113	0	0
EBAG9	86.294118	86	0	218	0	541	0	0	0	0	110	0	134	225	0	0	153	0	0
BCAS3	86.294118	123	0	0	0	401	0	0	0	156	105	0	0	197	116	0	369	0	0
POLR3D	86.235294	121	0	0	0	319	0	0	0	0	303	0	236	187	0	0	300	0	0
TMEM198	86.117647	0	0	0	0	305	0	142	0	0	434	0	152	128	0	0	303	0	0
TJAP1	86.117647	0	0	168	0	806	0	0	0	0	128	0	0	202	0	0	160	0	0
PCID2	86.117647	196	0	134	0	160	0	0	0	0	218	0	106	511	0	0	139	0	0
CUL4A	86.117647	196	0	134	0	160	0	0	0	0	218	0	106	511	0	0	139	0	0
CHPF	86.117647	0	0	0	0	305	0	142	0	0	434	0	152	128	0	0	303	0	0
CDC7	86.058824	199	0	255	0	463	0	0	0	0	80	0	0	197	0	0	269	0	0
AAR2	86.058824	349	0	254	0	366	0	0	0	0	0	0	0	325	0	0	169	0	0
KCTD7	86.000000	0	0	0	0	346	0	0	0	0	305	0	0	107	0	0	704	0	0
USF2	85.941176	0	0	134	0	226	0	0	0	183	173	0	0	188	0	0	557	0	0
NSUN5	85.941176	0	0	0	0	176	0	0	0	247	0	0	0	174	212	129	386	137	0
SLC25A6	85.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	578	375	507	0	0
HERPUD2	85.882353	0	0	67	0	596	0	0	0	0	0	0	220	182	0	0	395	0	0
SH2B3	85.823529	0	0	0	0	163	0	0	0	0	314	0	174	0	0	0	808	0	0
DDX47	85.823529	117	162	426	0	233	0	0	0	162	0	0	0	204	0	0	155	0	0
COL7A1	85.823529	194	0	412	0	56	0	0	0	0	344	0	0	0	0	0	453	0	0
PRR14	85.764706	0	0	196	0	253	0	0	0	0	247	0	156	135	0	173	298	0	0
TBC1D19	85.705882	289	0	218	0	239	0	0	0	0	0	0	0	511	0	0	200	0	0
SH3BP4	85.705882	256	0	190	0	275	0	111	0	0	413	0	76	136	0	0	0	0	0
MEF2D	85.705882	0	0	139	0	160	0	0	0	0	459	0	233	104	0	0	362	0	0
ZNF561	85.647059	0	0	330	0	233	0	0	0	0	448	0	0	142	0	0	303	0	0
WDR17	85.647059	0	0	0	0	376	0	0	0	553	0	0	0	0	0	527	0	0	0
RAD51D	85.647059	0	0	98	0	376	0	0	0	237	0	0	0	0	203	148	394	0	0
SPCS3	85.588235	0	0	0	0	335	0	0	0	0	126	0	0	148	0	136	710	0	0
RAB13	85.529412	86	0	199	0	450	0	0	0	0	0	0	0	88	0	152	479	0	0
KEAP1	85.529412	0	0	215	0	222	0	0	0	0	461	0	97	135	0	0	324	0	0
ZNF764	85.470588	0	0	0	0	296	0	0	0	0	527	0	0	270	0	0	360	0	0
PTCD2	85.470588	104	0	0	0	231	0	0	0	0	109	0	0	132	0	161	549	167	0
NOMO2	85.470588	99	0	105	0	834	0	0	0	0	87	0	0	201	0	0	127	0	0
MRPS27	85.470588	104	0	0	0	231	0	0	0	0	109	0	0	132	0	161	549	167	0
TOX4	85.411765	162	81	405	0	219	0	0	0	0	176	0	0	148	0	130	131	0	0
RAB2B	85.411765	162	81	405	0	219	0	0	0	0	176	0	0	148	0	130	131	0	0
PRKAB2	85.411765	141	0	326	0	349	0	0	0	0	169	0	0	208	0	0	259	0	0
NEMP1	85.411765	89	0	0	0	257	0	0	0	354	0	0	0	133	0	0	619	0	0
NEBL	85.411765	315	0	0	0	131	0	0	335	0	372	0	162	137	0	0	0	0	0
ZNF182	85.352941	130	0	172	0	0	0	0	0	0	447	0	180	272	0	0	250	0	0
VIRMA	85.352941	323	0	0	0	155	0	0	0	0	175	0	154	461	0	0	183	0	0
SPACA5	85.352941	130	0	172	0	0	0	0	0	0	447	0	180	272	0	0	250	0	0
SDHA	85.352941	204	0	0	0	340	0	0	0	131	104	0	0	308	93	0	271	0	0
DEDD2	85.352941	138	0	0	0	163	0	0	0	390	177	0	0	119	217	0	247	0	0
CCDC127	85.352941	204	0	0	0	340	0	0	0	131	104	0	0	308	93	0	271	0	0
ZNF814	85.294118	0	0	0	0	261	0	0	0	496	0	0	0	0	0	552	141	0	0
TAX1BP3	85.294118	201	0	127	0	197	0	0	0	122	233	0	117	334	0	0	119	0	0
SMPD3	85.294118	0	0	0	0	296	0	0	0	286	0	0	0	0	445	152	271	0	0
MON2	85.294118	69	0	138	0	546	0	0	0	0	264	0	0	132	0	0	301	0	0
EMC6	85.294118	201	0	127	0	197	0	0	0	122	233	0	117	334	0	0	119	0	0
DUSP10	85.294118	0	0	0	0	414	0	0	120	0	417	0	272	227	0	0	0	0	0
YWHAH	85.235294	0	0	205	0	420	0	0	0	0	675	0	0	149	0	0	0	0	0
UFD1	85.235294	0	0	108	0	549	0	0	0	105	244	0	0	0	0	0	443	0	0
CHMP2A	85.235294	174	0	109	0	167	0	0	0	0	262	0	155	245	0	0	337	0	0
CDC45	85.235294	0	0	108	0	549	0	0	0	105	244	0	0	0	0	0	443	0	0
STX3	85.176471	0	0	210	0	357	0	0	0	0	199	0	0	0	0	0	682	0	0
SERTAD1	85.176471	147	0	253	0	255	0	0	0	0	305	0	0	144	0	0	344	0	0
SDHAF3	85.176471	332	0	0	0	177	0	0	0	0	108	0	0	455	0	0	376	0	0
SP6	85.117647	0	0	0	0	375	0	0	0	0	533	0	84	297	0	0	158	0	0
SLC66A1	85.117647	0	0	122	0	302	0	0	0	218	78	0	0	0	146	0	581	0	0
CPEB4	85.117647	0	0	183	0	300	0	0	0	182	0	0	0	106	112	130	434	0	0
COLGALT1	85.117647	0	0	118	0	263	0	0	0	0	653	0	0	184	0	0	229	0	0
AKR7A2	85.117647	0	0	122	0	302	0	0	0	218	78	0	0	0	146	0	581	0	0
ZBTB34	85.000000	0	126	580	0	507	0	0	0	125	0	0	0	0	107	0	0	0	0
TGFBRAP1	85.000000	0	0	0	0	360	0	0	0	339	0	0	0	0	194	0	552	0	0
NSFL1C	85.000000	119	125	445	0	429	0	0	0	0	0	0	0	200	0	0	127	0	0
PRKAG1	84.941176	0	0	166	0	509	0	0	0	0	311	0	112	183	0	0	163	0	0
TMEM41A	84.882353	286	0	384	0	392	0	0	0	0	0	0	0	381	0	0	0	0	0
SMARCD2	84.882353	434	0	77	0	399	0	0	0	0	0	0	0	391	0	0	142	0	0
VTA1	84.823529	355	0	0	0	122	0	0	0	0	87	0	0	510	0	0	368	0	0
SECISBP2L	84.823529	228	0	0	0	541	0	0	0	0	185	0	0	337	0	0	151	0	0
SCRIB	84.823529	274	0	0	0	110	0	0	0	188	0	0	0	269	199	0	402	0	0
NMBR	84.823529	355	0	0	0	122	0	0	0	0	87	0	0	510	0	0	368	0	0
WDR70	84.764706	251	0	174	0	533	0	0	0	0	0	0	0	255	0	0	228	0	0
PRPF38A	84.764706	0	0	144	0	218	0	140	0	0	285	0	0	168	0	0	486	0	0
PABPC1	84.764706	0	0	0	0	319	0	0	0	214	182	0	0	229	113	0	384	0	0
ORC1	84.764706	0	0	144	0	218	0	140	0	0	285	0	0	168	0	0	486	0	0
AP3M2	84.764706	0	0	231	0	294	0	0	0	358	0	0	0	0	0	404	154	0	0
ZBTB25	84.705882	0	0	93	0	275	0	0	0	324	121	0	0	0	247	122	258	0	0
ZBTB1	84.705882	0	0	93	0	275	0	0	0	324	121	0	0	0	247	122	258	0	0
POLL	84.705882	0	0	0	0	229	0	0	0	0	256	0	0	200	0	0	755	0	0
PDP1	84.705882	0	0	0	0	272	0	0	0	350	0	0	0	65	0	171	582	0	0
NDUFA6	84.705882	99	0	228	0	283	0	0	0	0	201	0	0	151	250	132	96	0	0
