Target_genes	MYBL2|Average	SRX4680620|A-673	SRX14963950|A549	SRX14963951|A549	SRX040562|HeLa	SRX040563|HeLa	SRX10478355|Hep_G2	SRX10478356|Hep_G2	SRX190332|Hep_G2	SRX734308|HMEC	SRX3322026|K-562	SRX3322027|K-562	SRX5242427|LNCAP	SRX5242428|LNCAP	SRX5242429|LNCAP	SRX5242430|LNCAP	SRX4213900|MCF_10A	SRX4213901|MCF_10A	STRING
INO80C	79.588235	471	0	0	0	0	167	316	399	0	0	0	0	0	0	0	0	0	0
IGHMBP2	79.588235	448	0	0	0	0	244	414	247	0	0	0	0	0	0	0	0	0	0
SNF8	79.529412	237	0	0	0	0	229	540	227	0	0	119	0	0	0	0	0	0	0
LZTFL1	79.529412	0	0	0	0	0	369	470	156	0	176	181	0	0	0	0	0	0	0
CNOT10	79.529412	128	0	0	0	0	144	276	223	0	399	182	0	0	0	0	0	0	0
CCDC90B	79.529412	557	0	0	0	0	224	149	210	0	0	115	0	0	0	0	97	0	0
SH2B1	79.470588	166	0	0	0	0	376	417	304	0	0	88	0	0	0	0	0	0	0
PMF1-BGLAP	79.470588	259	0	0	0	0	140	257	187	0	98	154	0	0	0	0	140	116	0
PMF1	79.470588	259	0	0	0	0	140	257	187	0	98	154	0	0	0	0	140	116	0
ZNHIT6	79.411765	601	0	0	0	0	185	266	227	0	0	71	0	0	0	0	0	0	0
MTRNR2L9	79.411765	0	0	0	614	0	0	0	736	0	0	0	0	0	0	0	0	0	0
HSPA2	79.411765	260	0	0	0	0	147	651	186	0	0	0	0	0	0	0	0	106	0
PSMD8	79.352941	453	0	0	0	0	153	224	248	0	111	160	0	0	0	0	0	0	0
DHPS	79.352941	258	0	0	0	0	254	491	228	0	0	118	0	0	0	0	0	0	0
IMPDH2	79.294118	306	0	0	0	0	214	261	174	0	0	0	0	0	0	0	165	228	0
ANKRD54	79.294118	114	0	0	0	0	155	462	134	0	221	262	0	0	0	0	0	0	0
TFRC	79.235294	540	0	0	0	0	269	382	156	0	0	0	0	0	0	0	0	0	0
RPL17-C18orf32	79.235294	839	0	0	0	0	0	225	283	0	0	0	0	0	0	0	0	0	0
RPL17	79.235294	839	0	0	0	0	0	225	283	0	0	0	0	0	0	0	0	0	0
NUP153	79.235294	274	0	0	0	0	321	434	318	0	0	0	0	0	0	0	0	0	0
AGPAT5	79.235294	97	0	0	0	0	360	416	178	0	0	296	0	0	0	0	0	0	0
ZNF576	79.176471	299	0	0	0	0	194	339	175	0	266	73	0	0	0	0	0	0	0
MRPL16	79.176471	160	0	0	0	0	185	313	458	0	0	0	0	0	0	0	129	101	0
IRGQ	79.176471	299	0	0	0	0	194	339	175	0	266	73	0	0	0	0	0	0	0
DSCC1	79.176471	87	0	0	0	0	326	630	193	0	0	110	0	0	0	0	0	0	0
ACAD9	79.117647	196	0	0	0	0	440	512	197	0	0	0	0	0	0	0	0	0	0
USE1	79.058824	378	0	0	0	0	204	346	259	0	0	157	0	0	0	0	0	0	0
PCBP2	79.058824	507	0	0	0	0	136	371	330	0	0	0	0	0	0	0	0	0	0
TIA1	79.000000	152	0	0	0	0	100	195	896	0	0	0	0	0	0	0	0	0	0
SLC15A4	79.000000	876	0	0	0	0	218	249	0	0	0	0	0	0	0	0	0	0	0
PSMD3	79.000000	281	0	0	0	0	231	452	379	0	0	0	0	0	0	0	0	0	0
ICE2	79.000000	475	0	0	0	0	217	306	192	0	0	153	0	0	0	0	0	0	0
FLOT1	79.000000	100	0	0	0	0	94	152	249	0	0	0	0	0	0	0	279	469	0
FAM149B1	79.000000	434	0	0	0	0	292	342	185	0	0	90	0	0	0	0	0	0	0
ECD	79.000000	434	0	0	0	0	292	342	185	0	0	90	0	0	0	0	0	0	0
MRPS14	78.941176	530	0	0	0	0	124	309	379	0	0	0	0	0	0	0	0	0	0
RAD54L2	78.882353	257	0	0	0	0	343	485	256	0	0	0	0	0	0	0	0	0	0
MRPS15	78.882353	222	0	0	0	0	213	352	454	0	0	100	0	0	0	0	0	0	0
CCNH	78.823529	296	0	0	0	0	161	362	190	0	202	129	0	0	0	0	0	0	0
TBX6	78.764706	198	0	0	0	0	176	579	208	0	0	178	0	0	0	0	0	0	0
NAXD	78.764706	275	0	0	0	0	279	545	152	0	0	88	0	0	0	0	0	0	0
CHGB	78.764706	0	0	0	0	0	490	665	184	0	0	0	0	0	0	0	0	0	0
TAF8	78.588235	96	0	0	0	0	198	369	289	0	200	184	0	0	0	0	0	0	0
RPS14	78.529412	443	0	0	0	0	107	266	258	0	125	136	0	0	0	0	0	0	0
NUTF2	78.470588	602	0	0	0	0	232	294	206	0	0	0	0	0	0	0	0	0	0
CENPT	78.470588	602	0	0	0	0	232	294	206	0	0	0	0	0	0	0	0	0	0
TOX4	78.411765	119	0	0	0	0	330	526	358	0	0	0	0	0	0	0	0	0	0
TMEM183A	78.411765	771	0	0	0	0	185	249	128	0	0	0	0	0	0	0	0	0	0
SURF6	78.411765	273	0	0	0	0	142	307	329	0	0	0	0	0	0	0	80	202	0
RAB2B	78.411765	119	0	0	0	0	330	526	358	0	0	0	0	0	0	0	0	0	0
CDC14B	78.411765	0	0	0	0	0	460	697	176	0	0	0	0	0	0	0	0	0	0
ACBD6	78.411765	329	0	0	0	0	186	292	150	0	0	186	0	0	0	0	0	190	0
TMEM127	78.352941	668	0	0	0	0	246	278	140	0	0	0	0	0	0	0	0	0	0
STARD3NL	78.352941	241	0	0	0	0	188	351	243	0	115	194	0	0	0	0	0	0	0
CRB1	78.352941	221	0	0	0	0	247	283	434	0	0	147	0	0	0	0	0	0	0
CIAO1	78.352941	668	0	0	0	0	246	278	140	0	0	0	0	0	0	0	0	0	0
ADD3	78.352941	0	0	0	0	0	422	744	0	0	0	166	0	0	0	0	0	0	0
UBFD1	78.294118	153	0	0	0	0	149	289	569	0	90	81	0	0	0	0	0	0	0
EARS2	78.294118	153	0	0	0	0	149	289	569	0	90	81	0	0	0	0	0	0	0
SRSF4	78.235294	171	0	0	0	0	239	349	213	0	168	190	0	0	0	0	0	0	0
PHF5A	78.235294	258	0	0	0	0	196	279	597	0	0	0	0	0	0	0	0	0	0
ACO2	78.235294	258	0	0	0	0	196	279	597	0	0	0	0	0	0	0	0	0	0
MPV17	78.176471	305	0	0	0	0	182	227	282	0	0	0	0	0	0	0	151	182	0
MIS12	78.176471	409	0	0	0	0	172	406	141	0	0	201	0	0	0	0	0	0	0
EXO5	78.176471	722	0	0	0	0	175	309	123	0	0	0	0	0	0	0	0	0	0
DERL2	78.176471	409	0	0	0	0	172	406	141	0	0	201	0	0	0	0	0	0	0
PRELID2	78.117647	256	0	0	0	0	222	466	265	0	0	0	0	0	0	0	0	119	0
SUPT7L	78.058824	0	0	0	0	0	224	360	352	0	210	181	0	0	0	0	0	0	0
SLC4A1AP	78.058824	0	0	0	0	0	224	360	352	0	210	181	0	0	0	0	0	0	0
IMMP1L	77.941176	275	0	0	0	0	188	423	189	0	145	105	0	0	0	0	0	0	0
FRG1	77.941176	203	0	0	0	0	233	433	456	0	0	0	0	0	0	0	0	0	0
ELP4	77.941176	275	0	0	0	0	188	423	189	0	145	105	0	0	0	0	0	0	0
COA3	77.882353	103	0	0	0	0	261	608	194	0	0	158	0	0	0	0	0	0	0
CNTD1	77.882353	103	0	0	0	0	261	608	194	0	0	158	0	0	0	0	0	0	0
C2CD5	77.882353	188	0	0	0	0	250	477	294	0	0	115	0	0	0	0	0	0	0
THUMPD1	77.823529	306	0	0	0	0	239	443	335	0	0	0	0	0	0	0	0	0	0
DAXX	77.764706	146	0	0	0	0	230	365	211	0	123	247	0	0	0	0	0	0	0
ZDHHC5	77.705882	541	0	0	0	0	164	223	272	0	0	121	0	0	0	0	0	0	0
TERF1	77.705882	138	0	0	0	0	330	422	166	0	141	124	0	0	0	0	0	0	0
NCOA5	77.705882	638	0	0	0	0	193	321	169	0	0	0	0	0	0	0	0	0	0
TBRG4	77.647059	496	0	0	0	0	237	280	179	0	0	128	0	0	0	0	0	0	0
MRFAP1L1	77.647059	941	0	0	0	0	124	134	121	0	0	0	0	0	0	0	0	0	0
EIF3E	77.647059	259	0	0	0	0	149	208	458	0	0	173	0	0	0	0	0	73	0
ZNF862	77.588235	738	0	0	0	0	150	270	161	0	0	0	0	0	0	0	0	0	0
TOMM20	77.588235	153	0	0	0	0	159	257	192	0	159	302	0	0	0	0	97	0	0
RPL24	77.588235	476	0	0	0	0	185	318	340	0	0	0	0	0	0	0	0	0	0
POLR3B	77.588235	311	0	0	0	0	167	344	360	0	0	137	0	0	0	0	0	0	0
NUP93	77.588235	496	0	0	0	0	262	364	197	0	0	0	0	0	0	0	0	0	0
METTL2A	77.588235	286	0	0	0	0	266	539	228	0	0	0	0	0	0	0	0	0	0
MANBAL	77.529412	285	0	0	0	0	270	536	227	0	0	0	0	0	0	0	0	0	0
EIF4A3	77.529412	500	0	0	0	0	232	354	232	0	0	0	0	0	0	0	0	0	0
CTNND1	77.529412	191	0	0	0	0	116	528	214	0	126	143	0	0	0	0	0	0	0
ABCF1	77.529412	253	0	0	0	0	260	433	205	0	0	167	0	0	0	0	0	0	0
RNPC3	77.470588	885	0	0	0	0	130	160	142	0	0	0	0	0	0	0	0	0	0
WASHC4	77.411765	822	0	0	0	0	96	152	133	0	0	0	0	0	0	0	113	0	0
ERLIN2	77.411765	327	0	0	0	0	220	460	309	0	0	0	0	0	0	0	0	0	0
WDR89	77.352941	193	0	0	0	0	183	389	310	0	105	135	0	0	0	0	0	0	0
DHX16	77.352941	183	0	0	0	0	153	505	474	0	0	0	0	0	0	0	0	0	0
ZSCAN25	77.294118	264	0	0	0	0	259	370	306	0	0	115	0	0	0	0	0	0	0
UHRF1	77.294118	175	0	0	0	0	331	808	0	0	0	0	0	0	0	0	0	0	0
MEMO1	77.294118	160	0	0	0	0	173	235	276	0	0	157	0	0	0	0	99	214	0
LAMTOR5	77.294118	346	0	0	0	0	206	322	303	0	0	137	0	0	0	0	0	0	0
HACL1	77.294118	622	0	0	0	0	168	267	130	0	0	127	0	0	0	0	0	0	0
FAM102B	77.294118	122	0	0	0	0	353	328	130	0	184	197	0	0	0	0	0	0	0
BTD	77.294118	622	0	0	0	0	168	267	130	0	0	127	0	0	0	0	0	0	0
SHF	77.235294	93	0	0	0	0	101	185	934	0	0	0	0	0	0	0	0	0	0
RNF169	77.235294	155	0	0	0	0	288	733	137	0	0	0	0	0	0	0	0	0	0
KMT2D	77.235294	476	0	0	0	0	182	328	238	0	0	0	0	0	0	0	0	89	0
GTF2B	77.235294	384	0	0	0	0	280	311	200	0	0	138	0	0	0	0	0	0	0
BARHL1	77.235294	0	0	0	0	0	510	803	0	0	0	0	0	0	0	0	0	0	0
ORC2	77.176471	344	0	0	0	0	174	345	384	0	0	0	0	0	0	0	65	0	0
MKRN2	77.176471	643	0	0	0	0	171	195	303	0	0	0	0	0	0	0	0	0	0
AP5S1	77.176471	315	0	0	0	0	313	440	244	0	0	0	0	0	0	0	0	0	0
SPG11	77.117647	157	0	0	0	0	148	277	212	0	207	310	0	0	0	0	0	0	0
SF3A2	77.117647	213	0	0	0	0	331	538	134	0	0	95	0	0	0	0	0	0	0
PLEKHJ1	77.117647	213	0	0	0	0	331	538	134	0	0	95	0	0	0	0	0	0	0
DUSP1	77.117647	338	0	0	0	0	0	141	0	0	0	0	0	0	0	0	392	440	0
SPNS1	77.058824	284	0	0	0	0	271	383	244	0	0	128	0	0	0	0	0	0	0
TBP	77.000000	219	0	0	0	0	280	460	238	0	0	112	0	0	0	0	0	0	0
PANK4	77.000000	1110	0	0	0	0	105	94	0	0	0	0	0	0	0	0	0	0	0
HNRNPAB	77.000000	290	0	0	0	0	292	395	140	0	0	118	0	0	0	0	74	0	0
ARL5B	77.000000	222	0	0	0	0	247	354	231	0	109	146	0	0	0	0	0	0	0
RNF103-CHMP3	76.941176	255	0	0	0	0	162	265	266	0	159	201	0	0	0	0	0	0	0
RMND5A	76.941176	255	0	0	0	0	162	265	266	0	159	201	0	0	0	0	0	0	0
E2F1	76.941176	75	0	0	0	0	478	755	0	0	0	0	0	0	0	0	0	0	0
SUMF2	76.882353	338	0	0	0	0	0	129	93	0	0	0	0	0	0	0	314	433	0
CDADC1	76.882353	239	0	0	0	0	266	519	140	0	0	143	0	0	0	0	0	0	0
TEDC1	76.823529	265	0	0	0	0	255	392	234	0	0	160	0	0	0	0	0	0	0
SF3B3	76.823529	290	0	0	0	0	214	477	245	0	0	80	0	0	0	0	0	0	0
NUDCD1	76.823529	436	0	0	0	0	256	380	234	0	0	0	0	0	0	0	0	0	0
DBI	76.823529	199	0	0	0	0	298	408	401	0	0	0	0	0	0	0	0	0	0
COG4	76.823529	290	0	0	0	0	214	477	245	0	0	80	0	0	0	0	0	0	0
C2orf76	76.823529	199	0	0	0	0	298	408	401	0	0	0	0	0	0	0	0	0	0
DNAJA3	76.705882	907	0	0	0	0	112	143	142	0	0	0	0	0	0	0	0	0	0
IFRD2	76.588235	683	0	0	0	0	149	307	163	0	0	0	0	0	0	0	0	0	0
ATP5MC3	76.588235	409	0	0	0	0	198	350	345	0	0	0	0	0	0	0	0	0	0
HLTF	76.529412	237	0	0	0	0	351	484	229	0	0	0	0	0	0	0	0	0	0
TUBD1	76.470588	364	0	0	0	0	201	392	237	0	0	106	0	0	0	0	0	0	0
RPS6KB1	76.470588	364	0	0	0	0	201	392	237	0	0	106	0	0	0	0	0	0	0
MIA2	76.470588	0	0	0	0	0	277	526	412	0	0	0	0	0	0	0	85	0	0
EHBP1	76.470588	246	0	0	0	0	222	639	193	0	0	0	0	0	0	0	0	0	0
FDPS	76.352941	823	0	0	0	0	111	189	175	0	0	0	0	0	0	0	0	0	0
VARS2	76.294118	387	0	0	0	0	157	338	190	0	0	0	0	0	0	0	0	225	0
SART1	76.294118	337	0	0	0	0	249	540	171	0	0	0	0	0	0	0	0	0	0
CLUAP1	76.294118	297	0	0	0	0	234	433	333	0	0	0	0	0	0	0	0	0	0
CBWD6	76.294118	443	0	0	0	0	238	183	157	0	0	131	0	0	0	0	78	67	0
NEU1	76.176471	0	0	0	0	0	313	406	145	0	222	209	0	0	0	0	0	0	0
EIF4A1	76.176471	529	0	0	0	0	129	260	158	0	0	0	0	0	0	0	80	139	0
ZNF45	76.117647	246	0	0	0	0	264	565	107	0	0	112	0	0	0	0	0	0	0
WDR33	76.058824	349	0	0	0	0	222	224	337	0	0	161	0	0	0	0	0	0	0
THAP5	76.058824	177	0	0	0	0	245	369	187	0	159	156	0	0	0	0	0	0	0
SDR39U1	76.058824	129	0	0	0	0	215	436	310	0	0	0	0	0	0	0	81	122	0
DNAJB9	76.058824	177	0	0	0	0	245	369	187	0	159	156	0	0	0	0	0	0	0
ZNF335	76.000000	352	0	148	0	0	135	253	404	0	0	0	0	0	0	0	0	0	0
XRRA1	76.000000	233	0	0	0	0	248	332	221	0	122	136	0	0	0	0	0	0	0
SPCS2	76.000000	233	0	0	0	0	248	332	221	0	122	136	0	0	0	0	0	0	0
SNRPD3	76.000000	391	0	0	0	0	249	511	141	0	0	0	0	0	0	0	0	0	0
GUCD1	76.000000	391	0	0	0	0	249	511	141	0	0	0	0	0	0	0	0	0	0
CD320	76.000000	353	0	0	0	0	0	344	249	0	0	0	0	0	0	0	103	243	0
RFX3	75.941176	324	0	0	0	0	134	249	163	0	0	0	0	0	0	0	188	233	0
KATNBL1	75.882353	333	0	0	0	0	209	436	170	0	0	142	0	0	0	0	0	0	0
ST3GAL3	75.823529	146	0	0	0	0	147	295	119	0	117	135	0	0	0	0	147	183	0
TXLNA	75.764706	329	0	0	0	0	202	276	142	0	0	247	0	0	0	0	0	92	0
TMEM179B	75.764706	378	0	0	0	0	91	258	285	0	0	0	0	0	0	0	75	201	0
DDX42	75.764706	124	0	0	0	0	216	610	338	0	0	0	0	0	0	0	0	0	0
CCDC86	75.764706	400	0	0	0	0	161	515	116	0	0	96	0	0	0	0	0	0	0
CCDC47	75.764706	124	0	0	0	0	216	610	338	0	0	0	0	0	0	0	0	0	0
ZNF668	75.705882	174	0	0	0	0	190	506	343	0	0	74	0	0	0	0	0	0	0
UBL7	75.588235	206	0	0	0	0	232	399	192	0	122	134	0	0	0	0	0	0	0
PHKG2	75.588235	167	0	0	0	0	161	298	259	0	0	0	0	0	0	0	271	129	0
H2BC9	75.588235	445	0	0	0	0	145	267	111	0	181	136	0	0	0	0	0	0	0
RHEBL1	75.529412	0	0	0	0	0	325	651	157	0	0	151	0	0	0	0	0	0	0
NMNAT1	75.529412	518	0	0	0	0	184	337	245	0	0	0	0	0	0	0	0	0	0
LZIC	75.529412	518	0	0	0	0	184	337	245	0	0	0	0	0	0	0	0	0	0
IDH3B	75.529412	296	0	0	0	0	256	380	352	0	0	0	0	0	0	0	0	0	0
CCDC142	75.529412	176	0	0	0	0	246	348	299	0	130	85	0	0	0	0	0	0	0
CCAR1	75.529412	223	0	0	0	0	178	381	164	0	166	172	0	0	0	0	0	0	0
GGH	75.411765	735	0	0	0	0	186	242	119	0	0	0	0	0	0	0	0	0	0
SNX14	75.352941	154	0	0	0	0	0	165	187	0	0	116	0	0	0	0	355	304	0
SFXN5	75.352941	361	0	0	0	0	339	417	164	0	0	0	0	0	0	0	0	0	0
IWS1	75.352941	278	0	0	0	0	251	479	177	0	96	0	0	0	0	0	0	0	0
GOSR2	75.352941	174	0	0	0	0	196	331	399	0	0	181	0	0	0	0	0	0	0
ATP5F1E	75.352941	203	0	0	0	0	148	268	239	0	0	0	0	0	0	0	125	298	0
ZNF436	75.294118	609	0	0	0	0	147	405	119	0	0	0	0	0	0	0	0	0	0
RAD52	75.294118	578	0	0	0	0	174	300	228	0	0	0	0	0	0	0	0	0	0
RAB33B	75.294118	332	0	0	0	0	152	431	142	0	0	111	0	0	0	0	112	0	0
CFAP36	75.294118	214	0	0	0	0	197	308	169	0	145	247	0	0	0	0	0	0	0
WDR70	75.235294	0	0	0	0	0	160	574	392	0	0	153	0	0	0	0	0	0	0
STX4	75.235294	0	0	0	0	0	349	367	218	0	135	210	0	0	0	0	0	0	0
PRORP	75.235294	185	0	0	0	0	275	452	367	0	0	0	0	0	0	0	0	0	0
PPP2R3C	75.235294	185	0	0	0	0	275	452	367	0	0	0	0	0	0	0	0	0	0
PPIA	75.235294	506	0	0	0	0	115	170	87	0	0	0	112	0	0	0	113	176	0
PPID	75.176471	303	0	0	0	0	248	327	228	0	0	113	0	0	0	0	0	59	0
IKZF5	75.176471	637	0	0	0	0	200	248	193	0	0	0	0	0	0	0	0	0	0
ACADSB	75.176471	637	0	0	0	0	200	248	193	0	0	0	0	0	0	0	0	0	0
GAN	75.000000	287	0	0	0	0	279	346	228	0	0	135	0	0	0	0	0	0	0
UTP25	74.941176	622	0	0	0	0	167	191	226	0	0	0	0	0	0	0	68	0	0
SYNRG	74.941176	140	0	0	0	0	93	248	153	0	0	0	0	0	0	0	287	353	0
PNO1	74.941176	411	0	0	0	0	192	258	413	0	0	0	0	0	0	0	0	0	0
PGS1	74.882353	620	0	0	0	0	267	233	153	0	0	0	0	0	0	0	0	0	0
PARK7	74.882353	372	0	0	0	0	136	296	371	0	98	0	0	0	0	0	0	0	0
PABPC1	74.882353	595	0	140	0	0	113	131	134	0	0	0	0	0	0	0	0	160	0
FAM222A	74.882353	334	0	0	0	0	303	485	0	0	81	70	0	0	0	0	0	0	0
ASPH	74.882353	311	0	0	0	0	189	496	277	0	0	0	0	0	0	0	0	0	0
MSANTD4	74.823529	186	0	0	0	0	147	322	155	0	185	195	82	0	0	0	0	0	0
ASF1A	74.823529	172	0	0	0	0	220	386	400	0	0	0	0	0	0	0	94	0	0
SLC35A3	74.705882	257	0	0	0	0	228	443	342	0	0	0	0	0	0	0	0	0	0
KDM8	74.705882	338	0	0	0	0	224	465	243	0	0	0	0	0	0	0	0	0	0
YIPF2	74.647059	155	0	0	0	0	272	384	331	0	0	127	0	0	0	0	0	0	0
TIMM29	74.647059	155	0	0	0	0	272	384	331	0	0	127	0	0	0	0	0	0	0
WRAP53	74.588235	264	0	325	0	0	200	299	180	0	0	0	0	0	0	0	0	0	0
TP53	74.588235	264	0	325	0	0	200	299	180	0	0	0	0	0	0	0	0	0	0
RPL31	74.588235	356	0	0	0	0	174	365	373	0	0	0	0	0	0	0	0	0	0
NOL10	74.470588	378	0	0	0	0	305	311	272	0	0	0	0	0	0	0	0	0	0
MRPS21	74.470588	300	0	0	0	0	188	361	192	0	108	117	0	0	0	0	0	0	0
GRPEL2	74.470588	195	0	0	0	0	183	474	217	0	0	98	0	0	0	0	0	99	0
BUD13	74.470588	236	0	0	0	0	273	487	196	0	0	0	0	0	0	0	74	0	0
USF1	74.352941	242	0	0	0	0	141	215	178	0	308	180	0	0	0	0	0	0	0
DSN1	74.352941	150	0	0	0	0	458	424	232	0	0	0	0	0	0	0	0	0	0
HSD17B12	74.294118	325	0	0	0	0	309	489	140	0	0	0	0	0	0	0	0	0	0
TMED10	74.235294	333	0	0	0	0	203	360	160	0	206	0	0	0	0	0	0	0	0
RC3H2	74.235294	573	0	0	0	0	207	315	167	0	0	0	0	0	0	0	0	0	0
TUBGCP6	74.176471	744	0	0	0	0	124	187	98	0	0	0	0	0	0	0	0	108	0
SULT1A4	74.176471	0	0	0	0	0	286	423	552	0	0	0	0	0	0	0	0	0	0
SULT1A3	74.176471	0	0	0	0	0	286	423	552	0	0	0	0	0	0	0	0	0	0
RAD9A	74.176471	174	0	0	0	0	266	455	176	0	0	190	0	0	0	0	0	0	0
DDX56	74.176471	355	0	0	0	0	255	362	289	0	0	0	0	0	0	0	0	0	0
C18orf25	74.176471	395	0	0	0	0	224	417	225	0	0	0	0	0	0	0	0	0	0
ARPP19	74.176471	239	0	0	0	0	287	486	249	0	0	0	0	0	0	0	0	0	0
KIFBP	74.117647	341	0	0	0	0	160	364	177	0	0	115	0	0	0	0	0	103	0
DARS1	74.117647	435	0	0	0	0	105	245	285	0	0	0	0	0	0	0	121	69	0
BABAM1	74.117647	221	0	0	0	0	173	275	193	0	239	159	0	0	0	0	0	0	0
CCDC117	74.058824	552	0	0	0	0	186	323	198	0	0	0	0	0	0	0	0	0	0
MYH7B	74.000000	290	0	0	0	0	254	364	350	0	0	0	0	0	0	0	0	0	0
GSS	74.000000	290	0	0	0	0	254	364	350	0	0	0	0	0	0	0	0	0	0
CHMP1B	74.000000	578	0	0	0	0	297	250	133	0	0	0	0	0	0	0	0	0	0
OTUD6B	73.882353	105	0	0	0	0	195	386	251	0	133	186	0	0	0	0	0	0	0
H2AC16	73.882353	653	0	0	0	0	170	277	156	0	0	0	0	0	0	0	0	0	0
ZNF394	73.823529	209	0	0	0	0	323	535	188	0	0	0	0	0	0	0	0	0	0
RTEL1	73.823529	251	0	0	0	0	308	424	272	0	0	0	0	0	0	0	0	0	0
ANKRD40	73.823529	446	0	0	0	0	159	304	346	0	0	0	0	0	0	0	0	0	0
PSMD9	73.764706	333	0	0	0	0	192	380	349	0	0	0	0	0	0	0	0	0	0
MRPL10	73.764706	465	0	0	0	0	256	289	244	0	0	0	0	0	0	0	0	0	0
LRRC46	73.764706	465	0	0	0	0	256	289	244	0	0	0	0	0	0	0	0	0	0
HPD	73.764706	333	0	0	0	0	192	380	349	0	0	0	0	0	0	0	0	0	0
ANAPC7	73.764706	217	0	0	0	0	201	359	156	0	228	93	0	0	0	0	0	0	0
U2SURP	73.705882	231	0	0	0	0	290	397	335	0	0	0	0	0	0	0	0	0	0
TSNAXIP1	73.647059	789	0	0	0	0	111	189	163	0	0	0	0	0	0	0	0	0	0
TMEM208	73.647059	428	0	0	0	0	267	259	298	0	0	0	0	0	0	0	0	0	0
RANBP10	73.647059	789	0	0	0	0	111	189	163	0	0	0	0	0	0	0	0	0	0
PIM1	73.647059	0	0	0	0	0	336	636	280	0	0	0	0	0	0	0	0	0	0
LRRC29	73.647059	428	0	0	0	0	267	259	298	0	0	0	0	0	0	0	0	0	0
TOMM6	73.588235	262	0	0	0	0	259	391	238	0	0	101	0	0	0	0	0	0	0
MRPL19	73.588235	356	0	0	0	0	221	249	425	0	0	0	0	0	0	0	0	0	0
FZD1	73.588235	908	0	0	0	0	0	188	155	0	0	0	0	0	0	0	0	0	0
TOMM5	73.529412	310	0	0	0	0	289	374	277	0	0	0	0	0	0	0	0	0	0
PPP1R8	73.529412	686	0	0	0	0	120	255	189	0	0	0	0	0	0	0	0	0	0
TMEM263	73.470588	122	0	0	0	0	200	465	143	0	167	152	0	0	0	0	0	0	0
GGCX	73.470588	517	0	0	0	0	247	250	235	0	0	0	0	0	0	0	0	0	0
FAM120B	73.470588	146	0	0	0	0	379	534	190	0	0	0	0	0	0	0	0	0	0
SEC23A	73.411765	218	0	0	0	0	296	408	326	0	0	0	0	0	0	0	0	0	0
RPL6	73.411765	609	0	0	0	0	149	200	146	0	0	0	0	0	0	0	144	0	0
IMPA1	73.411765	119	0	0	0	0	181	154	212	0	0	0	0	0	0	0	205	377	0
CD68	73.411765	226	0	0	0	0	0	107	312	0	0	0	0	0	0	0	289	314	0
ZNF646	73.352941	134	0	0	0	0	190	506	343	0	0	74	0	0	0	0	0	0	0
CBWD2	73.352941	283	0	0	0	0	244	430	145	0	0	145	0	0	0	0	0	0	0
POLR3D	73.294118	622	0	0	0	0	177	210	237	0	0	0	0	0	0	0	0	0	0
DENND5B	73.294118	0	0	0	0	0	334	704	208	0	0	0	0	0	0	0	0	0	0
USP42	73.235294	453	0	0	0	0	190	294	308	0	0	0	0	0	0	0	0	0	0
NEK4	73.235294	289	0	0	0	0	258	343	244	0	0	111	0	0	0	0	0	0	0
ZNF425	73.117647	369	0	0	0	0	152	306	307	0	0	109	0	0	0	0	0	0	0
ZNF398	73.117647	369	0	0	0	0	152	306	307	0	0	109	0	0	0	0	0	0	0
XPC	73.117647	660	0	0	0	0	124	240	219	0	0	0	0	0	0	0	0	0	0
SRRM3	73.117647	0	0	0	0	0	340	563	340	0	0	0	0	0	0	0	0	0	0
RABGGTB	73.117647	339	0	0	0	0	224	347	333	0	0	0	0	0	0	0	0	0	0
PGAP3	73.117647	199	0	0	0	0	212	588	244	0	0	0	0	0	0	0	0	0	0
LSM3	73.117647	660	0	0	0	0	124	240	219	0	0	0	0	0	0	0	0	0	0
FBXL19	73.117647	496	0	0	0	0	111	278	232	0	0	126	0	0	0	0	0	0	0
ERBB2	73.117647	199	0	0	0	0	212	588	244	0	0	0	0	0	0	0	0	0	0
NECAP1	73.058824	297	0	0	0	0	149	319	314	0	0	163	0	0	0	0	0	0	0
C1orf159	73.058824	1113	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0
TTC23	73.000000	641	0	0	0	0	107	223	161	0	0	109	0	0	0	0	0	0	0
SMIM8	73.000000	83	0	0	0	0	364	362	432	0	0	0	0	0	0	0	0	0	0
PPIL2	73.000000	147	0	0	0	0	140	222	252	0	218	262	0	0	0	0	0	0	0
LRRC28	73.000000	641	0	0	0	0	107	223	161	0	0	109	0	0	0	0	0	0	0
ZNF224	72.941176	236	0	0	0	0	283	519	202	0	0	0	0	0	0	0	0	0	0
SUPV3L1	72.941176	308	0	0	0	0	134	208	323	0	116	151	0	0	0	0	0	0	0
DPY30	72.941176	416	0	0	0	0	223	283	318	0	0	0	0	0	0	0	0	0	0
RNASEH2A	72.882353	832	0	0	0	0	96	213	98	0	0	0	0	0	0	0	0	0	0
CYRIB	72.882353	115	0	0	0	0	83	112	218	0	0	0	0	0	0	0	286	425	0
RTRAF	72.823529	867	0	0	0	0	67	180	124	0	0	0	0	0	0	0	0	0	0
ZCRB1	72.764706	351	0	0	0	0	132	352	120	0	94	188	0	0	0	0	0	0	0
UMPS	72.764706	248	0	0	0	0	203	376	258	0	0	152	0	0	0	0	0	0	0
