Target_genes	KLF4|Average	SRX130062|BJ	SRX5360641|BJ	SRX5360642|BJ	SRX5360649|BJ	SRX5360650|BJ	SRX5360661|BJ	SRX5360662|BJ	SRX2732458|Glioblastoma	SRX2732459|Glioblastoma	SRX2732460|Glioblastoma	SRX5763015|HAP1	SRX011573|hESC_H1	SRX3288568|hESC_H9	SRX3288569|hESC_H9	SRX5763013|hESC_WIBR3	SRX1813594|iPS_cells	SRX1813595|iPS_cells	SRX512371|iPS_cells	SRX543181|Keratinocytes	SRX194578|MCF-7	SRX1813588|MRC-5	SRX1813589|MRC-5	SRX1813590|MRC-5	SRX1813591|MRC-5	SRX1813592|MRC-5	SRX1813593|MRC-5	SRX2732212|MRC-5	SRX2732213|MRC-5	SRX1389376|PDAC	STRING
SLC35B2	24.620690	0	0	0	193	125	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0
RAB3GAP1	24.620690	0	0	0	180	173	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0
RAB36	24.620690	0	0	0	150	153	244	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0
MACROD1	24.620690	0	0	0	180	164	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO31	24.620690	0	0	0	175	215	195	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
DYNLT3	24.620690	0	0	0	0	161	213	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	169	0
TPRKB	24.586207	0	0	0	164	141	227	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0
KAT6B	24.586207	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0
ZNF470	24.551724	0	0	0	182	212	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WIPF2	24.551724	0	0	0	220	161	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
TOX2	24.551724	83	0	0	138	252	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT2	24.551724	123	0	0	144	120	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
SRRD	24.551724	0	0	0	157	157	185	0	0	0	0	112	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0
PIK3C2B	24.551724	0	0	0	102	211	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0
MTHFR	24.551724	0	0	0	217	100	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0
INVS	24.551724	0	0	0	143	292	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPS4	24.551724	0	0	0	157	157	185	0	0	0	0	112	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0
GRAMD1A	24.551724	0	0	0	0	156	0	0	0	0	0	201	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0
GPR146	24.551724	0	0	0	118	134	274	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0
ERP44	24.551724	0	0	0	143	292	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCN6	24.551724	0	0	0	217	100	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0
PPP2R5C	24.517241	118	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	160	0
PHACTR4	24.517241	0	0	0	107	224	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0
EHHADH	24.517241	0	0	0	123	172	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0
DIPK2A	24.517241	0	0	0	148	170	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
ATP6V0E1	24.517241	0	0	0	198	168	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
ZNF706	24.482759	0	0	0	148	161	224	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0
TRIM35	24.482759	0	0	0	119	131	328	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0
TMEM87B	24.482759	0	0	0	0	121	165	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	263	0
SNTB2	24.482759	0	0	0	0	198	302	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0
NME7	24.482759	0	0	0	122	0	150	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	270	0
DGLUCY	24.482759	0	0	0	0	169	238	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
CD44	24.482759	0	0	0	193	118	141	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	134	0
BLZF1	24.482759	0	0	0	122	0	150	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	270	0
ADSL	24.482759	0	0	0	109	128	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
RAB5C	24.448276	0	0	0	112	102	155	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	122	0
POLR1D	24.448276	0	0	0	129	235	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0
LNX2	24.448276	0	0	0	129	235	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0
KYAT1	24.448276	0	0	0	156	0	172	0	0	0	0	0	0	0	0	0	0	0	0	188	193	0	0	0	0	0	0	0	0	0	0
DBF4B	24.448276	75	0	0	0	102	190	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	163	0
MFSD5	24.413793	0	0	0	145	0	199	0	0	0	0	139	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0
METTL9	24.413793	0	0	0	111	233	264	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB8	24.413793	0	0	0	172	156	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INKA1	24.413793	0	0	0	194	218	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP6	24.413793	0	0	0	146	154	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
HIRIP3	24.413793	0	0	0	0	167	213	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	96	0
C1RL	24.413793	0	0	0	183	183	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG101	24.413793	0	0	0	201	121	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
ACCS	24.413793	0	0	0	228	236	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3C	24.379310	0	0	0	152	224	182	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0
MANBA	24.379310	0	0	0	88	168	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
KIAA0100	24.379310	0	0	0	149	139	265	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0
DDTL	24.379310	0	0	0	143	203	120	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	137	0
ZNF34	24.344828	0	0	0	205	252	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPHK2	24.344828	110	0	0	164	194	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL18	24.344828	110	0	0	164	194	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYRM4	24.344828	0	0	0	150	123	177	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
KANK1	24.344828	0	0	0	0	142	166	0	0	0	0	139	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0
FARS2	24.344828	0	0	0	150	123	177	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
CRYM	24.344828	134	0	0	0	116	192	0	0	0	0	87	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0
CCDC83	24.344828	105	0	0	149	180	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG16L2	24.344828	99	0	0	0	84	180	0	0	0	0	0	0	0	121	0	0	0	0	101	0	0	0	0	0	0	0	0	0	121	0
ZC3HAV1L	24.310345	0	0	0	190	367	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK25	24.310345	0	0	0	0	140	210	0	0	0	0	93	0	124	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0
C1GALT1	24.310345	0	0	0	163	224	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF585B	24.275862	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	160	0
UBFD1	24.275862	0	0	0	102	180	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
TRIQK	24.275862	133	0	0	127	99	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
EARS2	24.275862	0	0	0	102	180	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
TRNAU1AP	24.241379	0	0	0	138	133	152	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	148	0
PRR14L	24.241379	0	0	0	151	151	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
PPP6R1	24.241379	0	0	0	105	146	169	0	0	0	0	102	0	0	102	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0
NIPSNAP1	24.241379	0	0	0	0	184	216	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0
CDK16	24.241379	0	0	0	199	199	206	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0
AMOTL1	24.241379	0	0	0	146	212	194	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A18	24.206897	0	0	0	135	207	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROCA1	24.206897	125	0	0	122	205	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF12	24.206897	0	0	0	0	122	224	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	245	0
LTO1	24.206897	0	0	0	83	131	193	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	217	0
CDKN2C	24.206897	0	0	0	226	271	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THBD	24.172414	0	0	0	0	134	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0
RAB8A	24.172414	0	0	0	114	192	208	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0
MAT2A	24.172414	0	0	0	173	191	262	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0
ERICH1	24.172414	0	0	0	0	165	230	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	146	0
DUSP10	24.172414	0	0	0	282	184	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMZ1	24.172414	0	0	0	219	310	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNRD2	24.137931	114	0	0	121	127	222	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0
RPS6KA4	24.137931	0	0	0	112	205	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA4	24.137931	0	0	0	178	211	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
AMACR	24.137931	0	0	0	111	262	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0
TBCE	24.103448	0	0	0	0	154	205	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	167	0
SCAMP1	24.103448	0	0	0	0	81	147	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	334	0
PTAFR	24.103448	0	0	0	143	234	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UIMC1	24.068966	0	0	0	97	120	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0
THAP7	24.068966	0	0	0	131	144	157	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	157	0
RAD9A	24.068966	0	0	0	106	160	136	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
PPP1R2	24.068966	0	0	0	131	128	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0
KCNIP3	24.068966	0	0	0	111	85	299	0	0	0	0	128	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0
CYP4V2	24.068966	0	0	0	152	270	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
RRAGB	24.034483	0	0	0	121	140	191	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	100	0
KLHDC4	24.034483	0	0	0	126	114	143	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0
GIPR	24.034483	0	0	0	100	127	219	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	120	0
SRSF11	24.000000	0	0	0	0	142	206	0	0	0	0	0	0	0	93	0	0	0	0	73	0	0	0	0	0	0	0	0	0	182	0
RAPGEF3	24.000000	0	0	0	120	102	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
MED11	24.000000	0	0	0	117	124	295	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0
LSS	24.000000	151	0	0	0	0	264	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0
LENG9	24.000000	78	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	142	0
IL4I1	24.000000	147	0	0	103	165	177	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNPAT	24.000000	0	0	0	200	141	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0
ELMO2	24.000000	0	0	0	128	136	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
CDKL1	24.000000	0	0	0	117	163	111	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	136	0
C1orf131	24.000000	0	0	0	200	141	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0
STOML1	23.965517	74	0	0	0	197	98	0	0	0	0	201	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0
LAMP1	23.965517	0	0	0	0	0	98	0	0	0	0	0	0	212	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JOSD2	23.965517	0	0	0	95	162	136	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	116	0
H4C11	23.965517	0	0	0	0	128	117	0	0	0	0	0	0	0	117	0	0	0	0	206	0	0	0	0	0	0	0	0	0	127	0
DIAPH3	23.965517	0	0	0	168	186	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
ATR	23.965517	0	0	0	162	146	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
WWC3	23.931034	0	0	0	182	170	156	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0
ICMT	23.931034	0	0	0	0	83	461	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDX1	23.931034	0	0	0	135	161	293	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0
ACVR2B	23.931034	0	0	0	218	137	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFPL1	23.896552	0	0	0	110	148	191	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	91	0
UBE2H	23.896552	98	0	0	148	208	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STBD1	23.896552	0	0	0	100	145	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0
PPP1R37	23.896552	0	0	0	123	130	173	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0
POU5F1	23.896552	188	0	0	116	0	287	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2H	23.896552	0	0	0	93	116	139	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	114	0
MRPS5	23.896552	0	0	0	0	147	193	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	173	0
EXOC5	23.896552	0	0	0	112	167	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
ETV3	23.896552	0	0	0	126	286	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA1	23.896552	0	0	0	0	209	294	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0
CDCA5	23.896552	0	0	0	110	148	191	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	91	0
APTX	23.896552	0	0	0	0	209	294	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0
AP5M1	23.896552	0	0	0	112	167	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
ZFP1	23.862069	0	0	0	170	165	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
THOC1	23.862069	0	0	0	124	259	213	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0
PHKB	23.862069	0	0	0	158	318	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM2L1	23.862069	97	0	0	0	102	0	0	0	0	0	0	0	0	86	0	0	0	0	214	0	0	0	0	0	0	0	0	0	193	0
MNT	23.862069	82	0	0	115	125	176	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0
KLK10	23.862069	0	0	0	135	119	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0
ITFG1	23.862069	0	0	0	158	318	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKBIP	23.862069	0	0	0	150	155	212	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	117	0
APAF1	23.862069	0	0	0	150	155	212	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	117	0
TUSC3	23.827586	0	0	0	163	245	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THNSL1	23.827586	0	0	0	145	170	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
TENT4B	23.827586	0	0	0	0	191	154	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	198	0
STXBP1	23.827586	0	0	0	115	216	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35A1	23.827586	164	0	0	0	187	211	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0
RAC1	23.827586	0	0	0	0	237	218	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0
GAPDH	23.827586	0	0	0	132	221	194	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0
ARID1A	23.827586	0	0	0	150	129	273	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0
ARHGAP17	23.827586	0	0	0	0	146	217	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	171	0
RGL2	23.793103	0	0	0	0	231	135	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	174	0
MATN2	23.793103	0	0	0	192	299	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIMA1	23.793103	0	0	0	115	180	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0
CSRP1	23.793103	0	0	0	102	260	189	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0
WDR59	23.758621	0	0	0	0	116	162	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	204	0
NEBL	23.758621	0	0	0	0	109	227	0	0	0	0	0	0	0	114	0	0	0	0	127	0	0	0	0	0	0	0	0	0	112	0
KIAA1841	23.758621	0	0	0	147	200	228	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXND1	23.724138	0	0	0	173	204	123	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KNL1	23.724138	0	0	0	0	201	182	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	173	0
DLD	23.724138	0	0	0	161	123	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
C8orf88	23.724138	0	0	0	149	326	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5MF-PTCD1	23.724138	0	0	0	145	247	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5MF	23.724138	0	0	0	145	247	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRG1	23.689655	0	0	0	123	157	316	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD11	23.689655	0	0	0	186	203	208	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD5	23.689655	98	0	0	0	154	111	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	253	0
BBOF1	23.689655	98	0	0	0	154	111	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	253	0
RALGDS	23.655172	0	0	0	0	127	187	0	0	0	0	0	0	0	0	0	0	0	0	276	96	0	0	0	0	0	0	0	0	0	0
HK1	23.655172	0	0	0	105	174	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
HEATR5B	23.655172	0	0	0	0	145	152	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	298	0
GPATCH11	23.655172	0	0	0	0	145	152	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	298	0
FAM160A2	23.655172	0	0	0	96	214	260	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0
AADACL2	23.655172	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0
TRIB3	23.620690	0	0	0	0	97	270	0	0	0	0	87	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0
GTPBP10	23.620690	0	0	0	149	212	151	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	86	0
GINS1	23.620690	106	0	0	137	171	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
CAMKK1	23.620690	0	0	0	120	134	264	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY7	23.620690	0	0	0	150	150	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0
ZNF282	23.586207	0	0	0	0	195	135	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	106	0
RCE1	23.586207	0	0	0	116	167	140	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0
MARVELD3	23.586207	352	0	0	0	108	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD8	23.586207	0	0	0	0	169	213	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	228	0
BCDIN3D	23.586207	0	0	0	0	142	283	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	151	0
ZNF512	23.551724	0	0	0	0	103	111	0	0	0	0	0	0	111	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	254	0
TGIF1	23.551724	0	0	0	167	0	302	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0
PLCB4	23.551724	0	0	0	108	193	178	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0
OSMR	23.551724	0	0	0	182	197	206	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0
NIPAL1	23.551724	0	0	0	0	128	130	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	212	0
