Target_genes	HMGB2|Average	SRX2765965|HUVEC	SRX1993515|IMR-90	SRX1993516|IMR-90	SRX2765967|Lung_fibroblasts	SRX2765968|Lung_fibroblasts	STRING
TIPRL	42.400000	212	0	0	0	0	0
TDP2	42.400000	212	0	0	0	0	0
SDAD1	42.400000	212	0	0	0	0	0
RPL37	42.400000	212	0	0	0	0	0
MYLIP	42.400000	212	0	0	0	0	0
HSD17B12	42.400000	212	0	0	0	0	0
FNDC3A	42.400000	212	0	0	0	0	0
B3GALT1	42.400000	121	0	0	91	0	0
ACOT13	42.400000	212	0	0	0	0	0
ZNF189	42.200000	211	0	0	0	0	0
WASHC2A	42.200000	140	0	0	0	71	0
TMEM131	42.200000	211	0	0	0	0	0
SNRNP48	42.200000	211	0	0	0	0	0
SEC22B	42.200000	211	0	0	0	0	0
RWDD3	42.200000	125	0	0	86	0	0
RAB27B	42.200000	129	0	0	82	0	0
PTEN	42.200000	135	0	0	76	0	0
PREX2	42.200000	211	0	0	0	0	0
MRPS36	42.200000	211	0	0	0	0	0
MRPL50	42.200000	211	0	0	0	0	0
MGP	42.200000	211	0	0	0	0	0
KLLN	42.200000	135	0	0	76	0	0
HENMT1	42.200000	124	0	0	87	0	0
EIF3A	42.200000	145	0	0	66	0	0
DYRK1B	42.200000	112	0	0	99	0	0
CXCL2	42.200000	211	0	0	0	0	0
CD58	42.200000	211	0	0	0	0	0
CCDC39	42.200000	211	0	0	0	0	0
ANXA4	42.200000	114	0	0	97	0	0
AGA	42.200000	211	0	0	0	0	0
ZNF776	42.000000	210	0	0	0	0	0
TWSG1	42.000000	210	0	0	0	0	0
SS18L2	42.000000	210	0	0	0	0	0
SETD1A	42.000000	210	0	0	0	0	0
SEC22C	42.000000	210	0	0	0	0	0
RBL2	42.000000	210	0	0	0	0	0
PTPA	42.000000	110	0	0	100	0	0
PSMA6	42.000000	210	0	0	0	0	0
MAPKAP1	42.000000	210	0	0	0	0	0
LRRC8D	42.000000	210	0	0	0	0	0
ERV3-1-ZNF117	42.000000	131	0	0	79	0	0
ERV3-1	42.000000	131	0	0	79	0	0
CTH	42.000000	210	0	0	0	0	0
CRAT	42.000000	110	0	0	100	0	0
C2orf49	42.000000	210	0	0	0	0	0
WARS2	41.800000	209	0	0	0	0	0
VEZT	41.800000	209	0	0	0	0	0
VDAC3	41.800000	209	0	0	0	0	0
URM1	41.800000	122	0	0	87	0	0
UBL3	41.800000	138	0	0	71	0	0
TRIM26	41.800000	127	0	0	0	82	0
SMIM26	41.800000	209	0	0	0	0	0
SLC25A28	41.800000	138	0	0	71	0	0
NCOA4	41.800000	209	0	0	0	0	0
MUL1	41.800000	209	0	0	0	0	0
MAP2	41.800000	209	0	0	0	0	0
KPNB1	41.800000	209	0	0	0	0	0
HERPUD1	41.800000	209	0	0	0	0	0
GPHN	41.800000	209	0	0	0	0	0
FGD6	41.800000	209	0	0	0	0	0
CDCA7	41.800000	209	0	0	0	0	0
CDC42BPA	41.800000	134	0	0	75	0	0
ARF4	41.800000	209	0	0	0	0	0
ZNF543	41.600000	208	0	0	0	0	0
ZNF407	41.600000	144	0	0	64	0	0
ZNF343	41.600000	118	0	0	90	0	0
WDR27	41.600000	99	0	0	109	0	0
SLC35E2B	41.600000	100	0	0	108	0	0
SERBP1	41.600000	208	0	0	0	0	0
SARS1	41.600000	208	0	0	0	0	0
PIK3R3	41.600000	208	0	0	0	0	0
IPO9	41.600000	208	0	0	0	0	0
G2E3	41.600000	208	0	0	0	0	0
EIF1	41.600000	208	0	0	0	0	0
DCXR	41.600000	208	0	0	0	0	0
CNNM3	41.600000	116	0	0	92	0	0
CIPC	41.600000	208	0	0	0	0	0
C6orf120	41.600000	99	0	0	109	0	0
BCLAF1	41.600000	208	0	0	0	0	0
BBS5	41.600000	208	0	0	0	0	0
ATG4C	41.600000	208	0	0	0	0	0
ALG1	41.600000	134	0	0	74	0	0
ZMYND12	41.400000	207	0	0	0	0	0
ZCRB1	41.400000	207	0	0	0	0	0
UQCRQ	41.400000	207	0	0	0	0	0
TPGS2	41.400000	112	0	0	95	0	0
TMEM43	41.400000	207	0	0	0	0	0
TM4SF1	41.400000	207	0	0	0	0	0
TAP2	41.400000	118	0	0	89	0	0
TAF6	41.400000	207	0	0	0	0	0
SNX13	41.400000	207	0	0	0	0	0
PPHLN1	41.400000	207	0	0	0	0	0
PPCS	41.400000	207	0	0	0	0	0
PNPLA8	41.400000	207	0	0	0	0	0
KCNJ2	41.400000	207	0	0	0	0	0
GMIP	41.400000	120	0	0	87	0	0
GDF9	41.400000	207	0	0	0	0	0
FZD6	41.400000	207	0	0	0	0	0
FBXO33	41.400000	207	0	0	0	0	0
EHBP1	41.400000	207	0	0	0	0	0
CNPY4	41.400000	207	0	0	0	0	0
CHCHD4	41.400000	207	0	0	0	0	0
CCDC30	41.400000	207	0	0	0	0	0
AP3S1	41.400000	135	0	0	72	0	0
AASDH	41.400000	207	0	0	0	0	0
RPS3	41.200000	206	0	0	0	0	0
MIS18BP1	41.200000	206	0	0	0	0	0
LZTFL1	41.200000	206	0	0	0	0	0
H3C13	41.200000	206	0	0	0	0	0
H3C11	41.200000	206	0	0	0	0	0
CRISPLD1	41.200000	129	0	0	77	0	0
TUBA1B	41.000000	205	0	0	0	0	0
TMEM30A	41.000000	205	0	0	0	0	0
SST	41.000000	205	0	0	0	0	0
SEPSECS	41.000000	205	0	0	0	0	0
SAMD13	41.000000	205	0	0	0	0	0
NGLY1	41.000000	205	0	0	0	0	0
NFXL1	41.000000	136	0	0	69	0	0
MALSU1	41.000000	105	0	0	100	0	0
LOC102723360	41.000000	205	0	0	0	0	0
HADH	41.000000	205	0	0	0	0	0
H3-2	41.000000	205	0	0	0	0	0
DDX52	41.000000	205	0	0	0	0	0
CCNT2	41.000000	124	0	0	81	0	0
BTRC	41.000000	205	0	0	0	0	0
BLOC1S5	41.000000	205	0	0	0	0	0
ZNRF2	40.800000	204	0	0	0	0	0
ZNRF1	40.800000	204	0	0	0	0	0
ZNF684	40.800000	204	0	0	0	0	0
ZFP14	40.800000	204	0	0	0	0	0
TP53RK	40.800000	204	0	0	0	0	0
TNFRSF10D	40.800000	204	0	0	0	0	0
TIGD4	40.800000	204	0	0	0	0	0
SUCLG2	40.800000	204	0	0	0	0	0
SLC5A6	40.800000	128	0	0	76	0	0
SASS6	40.800000	204	0	0	0	0	0
POLE4	40.800000	204	0	0	0	0	0
OXR1	40.800000	204	0	0	0	0	0
NEPRO	40.800000	204	0	0	0	0	0
H2BC13	40.800000	204	0	0	0	0	0
H2AC13	40.800000	204	0	0	0	0	0
COPS4	40.800000	204	0	0	0	0	0
CNIH1	40.800000	204	0	0	0	0	0
C18orf21	40.800000	204	0	0	0	0	0
ATRAID	40.800000	128	0	0	76	0	0
ARFIP1	40.800000	204	0	0	0	0	0
ARCN1	40.800000	134	0	0	70	0	0
VEZF1	40.600000	203	0	0	0	0	0
TM9SF4	40.600000	203	0	0	0	0	0
TCIM	40.600000	203	0	0	0	0	0
SLMAP	40.600000	125	0	0	78	0	0
SLC31A1	40.600000	203	0	0	0	0	0
SLC30A9	40.600000	203	0	0	0	0	0
SCAND1	40.600000	138	0	0	65	0	0
RC3H2	40.600000	203	0	0	0	0	0
RABGGTA	40.600000	203	0	0	0	0	0
PTPRB	40.600000	203	0	0	0	0	0
PSMC1	40.600000	138	0	0	65	0	0
PCF11	40.600000	203	0	0	0	0	0
NSUN4	40.600000	203	0	0	0	0	0
MRPS15	40.600000	203	0	0	0	0	0
MORC3	40.600000	90	0	0	113	0	0
MOCS2	40.600000	203	0	0	0	0	0
KDM3B	40.600000	203	0	0	0	0	0
HCFC2	40.600000	125	0	0	78	0	0
GUCY1A1	40.600000	203	0	0	0	0	0
GNG11	40.600000	203	0	0	0	0	0
GLT8D2	40.600000	125	0	0	78	0	0
FKBP15	40.600000	203	0	0	0	0	0
ERI1	40.600000	129	0	0	74	0	0
EIF3CL	40.600000	111	0	0	92	0	0
EIF3C	40.600000	111	0	0	92	0	0
ZNF816-ZNF321P	40.400000	202	0	0	0	0	0
ZNF816	40.400000	202	0	0	0	0	0
ZNF75A	40.400000	202	0	0	0	0	0
ZNF566	40.400000	202	0	0	0	0	0
TTLL4	40.400000	202	0	0	0	0	0
TIGD7	40.400000	202	0	0	0	0	0
RAB33B	40.400000	202	0	0	0	0	0
PPIH	40.400000	202	0	0	0	0	0
PALMD	40.400000	202	0	0	0	0	0
NRXN2	40.400000	202	0	0	0	0	0
NET1	40.400000	202	0	0	0	0	0
MAML1	40.400000	202	0	0	0	0	0
INCENP	40.400000	106	0	0	96	0	0
H4C9	40.400000	202	0	0	0	0	0
H2BC10	40.400000	202	0	0	0	0	0
FBXO9	40.400000	115	0	0	87	0	0
ERAP1	40.400000	202	0	0	0	0	0
ENDOD1	40.400000	202	0	0	0	0	0
DSTN	40.400000	108	0	0	94	0	0
CPLX2	40.400000	109	0	0	93	0	0
ASAH2B	40.400000	202	0	0	0	0	0
AP2B1	40.400000	202	0	0	0	0	0
TSGA10	40.200000	201	0	0	0	0	0
SLC9B2	40.200000	201	0	0	0	0	0
SLC30A1	40.200000	201	0	0	0	0	0
SAP18	40.200000	201	0	0	0	0	0
MMACHC	40.200000	116	0	0	85	0	0
MAP10	40.200000	116	0	0	0	85	0
FNIP2	40.200000	201	0	0	0	0	0
CCDC163	40.200000	116	0	0	85	0	0
C2orf15	40.200000	201	0	0	0	0	0
C14orf28	40.200000	112	0	0	89	0	0
ALG13	40.200000	201	0	0	0	0	0
VAT1L	40.000000	200	0	0	0	0	0
TTC23L	40.000000	119	0	0	81	0	0
TOPORS	40.000000	200	0	0	0	0	0
TMOD3	40.000000	200	0	0	0	0	0
TIPARP	40.000000	200	0	0	0	0	0
TBRG1	40.000000	200	0	0	0	0	0
SRSF5	40.000000	200	0	0	0	0	0
SRPRA	40.000000	137	0	0	63	0	0
SMIM27	40.000000	200	0	0	0	0	0
SETX	40.000000	200	0	0	0	0	0
RBM4	40.000000	200	0	0	0	0	0
QSOX2	40.000000	200	0	0	0	0	0
PDSS2	40.000000	114	0	0	86	0	0
PARP11	40.000000	200	0	0	0	0	0
NCEH1	40.000000	200	0	0	0	0	0
MRPS35	40.000000	200	0	0	0	0	0
MRPL33	40.000000	200	0	0	0	0	0
H3C7	40.000000	200	0	0	0	0	0
H2BC9	40.000000	200	0	0	0	0	0
H2BC5	40.000000	200	0	0	0	0	0
H1-4	40.000000	200	0	0	0	0	0
GLRB	40.000000	200	0	0	0	0	0
EXT1	40.000000	200	0	0	0	0	0
CEP135	40.000000	200	0	0	0	0	0
C17orf64	40.000000	200	0	0	0	0	0
C12orf45	40.000000	200	0	0	0	0	0
APPL2	40.000000	200	0	0	0	0	0
AGPS	40.000000	200	0	0	0	0	0
ZNF285	39.800000	128	0	0	71	0	0
UFC1	39.800000	199	0	0	0	0	0
UBR7	39.800000	199	0	0	0	0	0
TRIM32	39.800000	128	0	0	71	0	0
RNGTT	39.800000	199	0	0	0	0	0
RBM12	39.800000	117	0	0	82	0	0
RAB11A	39.800000	199	0	0	0	0	0
OXCT1	39.800000	199	0	0	0	0	0
MSANTD4	39.800000	199	0	0	0	0	0
MRNIP	39.800000	96	0	0	103	0	0
MEX3D	39.800000	100	0	0	0	99	0
MB21D2	39.800000	199	0	0	0	0	0
MAP9	39.800000	87	0	0	112	0	0
GON7	39.800000	199	0	0	0	0	0
CPNE1	39.800000	117	0	0	82	0	0
CCNG2	39.800000	199	0	0	0	0	0
ASTN2	39.800000	128	0	0	71	0	0
ASPH	39.800000	199	0	0	0	0	0
ACER2	39.800000	199	0	0	0	0	0
ZSCAN23	39.600000	198	0	0	0	0	0
ZNF280D	39.600000	198	0	0	0	0	0
VAMP7	39.600000	198	0	0	0	0	0
VAMP1	39.600000	105	0	0	93	0	0
UGGT1	39.600000	198	0	0	0	0	0
THOC3	39.600000	198	0	0	0	0	0
TFPI2	39.600000	100	0	0	98	0	0
STIM1	39.600000	198	0	0	0	0	0
SSX2IP	39.600000	198	0	0	0	0	0
SLC16A1	39.600000	198	0	0	0	0	0
SDHC	39.600000	198	0	0	0	0	0
PPP2CB	39.600000	98	0	0	100	0	0
PINX1	39.600000	198	0	0	0	0	0
NOL7	39.600000	198	0	0	0	0	0
NARS1	39.600000	198	0	0	0	0	0
LOC100421372	39.600000	198	0	0	0	0	0
LIG3	39.600000	198	0	0	0	0	0
HSPA14	39.600000	198	0	0	0	0	0
HERC6	39.600000	198	0	0	0	0	0
HAPLN1	39.600000	198	0	0	0	0	0
EIF2B5	39.600000	198	0	0	0	0	0
CHURC1-FNTB	39.600000	198	0	0	0	0	0
CHURC1	39.600000	198	0	0	0	0	0
CHMP2B	39.600000	198	0	0	0	0	0
CDNF	39.600000	198	0	0	0	0	0
APPBP2	39.600000	198	0	0	0	0	0
AGK	39.600000	198	0	0	0	0	0
ZFAND5	39.400000	197	0	0	0	0	0
USP12	39.400000	197	0	0	0	0	0
TUFT1	39.400000	197	0	0	0	0	0
STX7	39.400000	197	0	0	0	0	0
SCFD2	39.400000	197	0	0	0	0	0
RUFY2	39.400000	70	0	0	127	0	0
PPM1A	39.400000	197	0	0	0	0	0
PIK3R1	39.400000	197	0	0	0	0	0
NRAS	39.400000	197	0	0	0	0	0
NCL	39.400000	197	0	0	0	0	0
MED13	39.400000	197	0	0	0	0	0
MAP3K2	39.400000	197	0	0	0	0	0
H2BC3	39.400000	197	0	0	0	0	0
H2AZ2	39.400000	197	0	0	0	0	0
DMXL2	39.400000	197	0	0	0	0	0
COL8A1	39.400000	197	0	0	0	0	0
CDC23	39.400000	110	0	0	87	0	0
ZNF680	39.200000	196	0	0	0	0	0
ZNF250	39.200000	196	0	0	0	0	0
YWHAQ	39.200000	196	0	0	0	0	0
YIPF5	39.200000	196	0	0	0	0	0
VRK2	39.200000	196	0	0	0	0	0
VIRMA	39.200000	196	0	0	0	0	0
TOMM20	39.200000	196	0	0	0	0	0
SYNJ2BP-COX16	39.200000	196	0	0	0	0	0
SYNJ2BP	39.200000	196	0	0	0	0	0
SNPH	39.200000	116	0	0	80	0	0
RCOR3	39.200000	196	0	0	0	0	0
RASGRP3	39.200000	196	0	0	0	0	0
PEX12	39.200000	196	0	0	0	0	0
NUFIP1	39.200000	196	0	0	0	0	0
MOSMO	39.200000	196	0	0	0	0	0
KRBA2	39.200000	196	0	0	0	0	0
KCTD3	39.200000	196	0	0	0	0	0
KCTD16	39.200000	196	0	0	0	0	0
HPS3	39.200000	196	0	0	0	0	0
H3C2	39.200000	196	0	0	0	0	0
GPATCH8	39.200000	121	0	0	75	0	0
GPALPP1	39.200000	196	0	0	0	0	0
FRZB	39.200000	114	0	0	82	0	0
CPPED1	39.200000	196	0	0	0	0	0
CANX	39.200000	196	0	0	0	0	0
ZNF830	39.000000	195	0	0	0	0	0
TUBGCP3	39.000000	195	0	0	0	0	0
TMEM64	39.000000	195	0	0	0	0	0
TMBIM4	39.000000	195	0	0	0	0	0
SEPTIN7	39.000000	195	0	0	0	0	0
RGL2	39.000000	86	0	0	109	0	0
PTCHD4	39.000000	195	0	0	0	0	0
PRDX6	39.000000	134	0	0	61	0	0
PRDX1	39.000000	195	0	0	0	0	0
PLCB1	39.000000	195	0	0	0	0	0
PHACTR4	39.000000	120	0	0	75	0	0
PEAK1	39.000000	195	0	0	0	0	0
PCGF6	39.000000	101	0	0	94	0	0
OCRL	39.000000	195	0	0	0	0	0
MTX2	39.000000	195	0	0	0	0	0
MRFAP1L1	39.000000	195	0	0	0	0	0
MGST3	39.000000	195	0	0	0	0	0
MAP3K7	39.000000	195	0	0	0	0	0
LIFR	39.000000	195	0	0	0	0	0
LAPTM4B	39.000000	97	0	0	98	0	0
LACC1	39.000000	195	0	0	0	0	0
KLHL4	39.000000	195	0	0	0	0	0
HMG20A	39.000000	195	0	0	0	0	0
FAM185A	39.000000	195	0	0	0	0	0
ERBIN	39.000000	195	0	0	0	0	0
ECHDC1	39.000000	195	0	0	0	0	0
EBPL	39.000000	195	0	0	0	0	0
CHCHD3	39.000000	195	0	0	0	0	0
CCT6B	39.000000	195	0	0	0	0	0
CCNG1	39.000000	195	0	0	0	0	0
CCDC122	39.000000	195	0	0	0	0	0
ARRDC3	39.000000	195	0	0	0	0	0
ARL15	39.000000	195	0	0	0	0	0
ANKAR	39.000000	195	0	0	0	0	0
ZRSR2	38.800000	118	0	0	76	0	0
ZNF507	38.800000	194	0	0	0	0	0
TFDP2	38.800000	194	0	0	0	0	0
SLC38A2	38.800000	194	0	0	0	0	0
SLC22A23	38.800000	194	0	0	0	0	0
SENP6	38.800000	194	0	0	0	0	0
RPS27L	38.800000	194	0	0	0	0	0
PPIL3	38.800000	194	0	0	0	0	0
PEX2	38.800000	194	0	0	0	0	0
NIF3L1	38.800000	194	0	0	0	0	0
MITD1	38.800000	194	0	0	0	0	0
LANCL1	38.800000	194	0	0	0	0	0
GPR155	38.800000	194	0	0	0	0	0
CPS1	38.800000	194	0	0	0	0	0
CHD9	38.800000	98	0	0	96	0	0
C6orf89	38.800000	194	0	0	0	0	0
C15orf61	38.800000	194	0	0	0	0	0
AZIN1	38.800000	194	0	0	0	0	0
ARHGEF7	38.800000	194	0	0	0	0	0
ANGPT1	38.800000	194	0	0	0	0	0
ALCAM	38.800000	92	0	0	102	0	0
UBP1	38.600000	193	0	0	0	0	0
TFB2M	38.600000	117	0	0	76	0	0
SPATA9	38.600000	193	0	0	0	0	0
SOX5	38.600000	193	0	0	0	0	0
RHOBTB3	38.600000	193	0	0	0	0	0
RBM12B	38.600000	193	0	0	0	0	0
RAB5A	38.600000	193	0	0	0	0	0
RAB18	38.600000	193	0	0	0	0	0
PRRG2	38.600000	114	0	0	79	0	0
PLSCR1	38.600000	193	0	0	0	0	0
PLEKHA8	38.600000	193	0	0	0	0	0
NSRP1	38.600000	193	0	0	0	0	0
NOSIP	38.600000	114	0	0	79	0	0
LRIG2	38.600000	193	0	0	0	0	0
GGH	38.600000	193	0	0	0	0	0
FANCM	38.600000	193	0	0	0	0	0
ELL2	38.600000	193	0	0	0	0	0
EFHB	38.600000	193	0	0	0	0	0
E2F7	38.600000	193	0	0	0	0	0
CNST	38.600000	117	0	0	76	0	0
ALMS1	38.600000	193	0	0	0	0	0
ZNF761	38.400000	192	0	0	0	0	0
ZNF148	38.400000	192	0	0	0	0	0
TPGS1	38.400000	102	0	0	90	0	0
TMEM97	38.400000	192	0	0	0	0	0
STARD10	38.400000	192	0	0	0	0	0
SIRT4	38.400000	192	0	0	0	0	0
RNFT1	38.400000	117	0	0	75	0	0
RNF20	38.400000	192	0	0	0	0	0
RFXAP	38.400000	115	0	0	77	0	0
PPM1D	38.400000	192	0	0	0	0	0
PIK3C2B	38.400000	192	0	0	0	0	0
OPN3	38.400000	192	0	0	0	0	0
LRRCC1	38.400000	192	0	0	0	0	0
LAMA4	38.400000	192	0	0	0	0	0
KIF5B	38.400000	192	0	0	0	0	0
ILVBL	38.400000	113	0	0	79	0	0
HMCN1	38.400000	192	0	0	0	0	0
EIF3D	38.400000	109	0	0	83	0	0
CXCL3	38.400000	192	0	0	0	0	0
CREBL2	38.400000	192	0	0	0	0	0
CHML	38.400000	192	0	0	0	0	0
ATP5F1B	38.400000	192	0	0	0	0	0
ZNF609	38.200000	191	0	0	0	0	0
USP16	38.200000	191	0	0	0	0	0
USP11	38.200000	82	0	0	109	0	0
TXNL4A	38.200000	191	0	0	0	0	0
SNRPB2	38.200000	191	0	0	0	0	0
RBFA	38.200000	191	0	0	0	0	0
PSME3	38.200000	191	0	0	0	0	0
PNP	38.200000	191	0	0	0	0	0
PIGU	38.200000	191	0	0	0	0	0
METTL2A	38.200000	191	0	0	0	0	0
LSM5	38.200000	191	0	0	0	0	0
KANSL1	38.200000	191	0	0	0	0	0
HYLS1	38.200000	191	0	0	0	0	0
FN1	38.200000	191	0	0	0	0	0
FEM1B	38.200000	191	0	0	0	0	0
ESPL1	38.200000	191	0	0	0	0	0
EIF3M	38.200000	191	0	0	0	0	0
DR1	38.200000	191	0	0	0	0	0
DIAPH1	38.200000	191	0	0	0	0	0
DDHD2	38.200000	191	0	0	0	0	0
CAT	38.200000	191	0	0	0	0	0
BUB3	38.200000	104	0	0	87	0	0
B4GAT1	38.200000	99	0	0	92	0	0
ASPM	38.200000	191	0	0	0	0	0
ARSG	38.200000	191	0	0	0	0	0
ANKRD36	38.200000	191	0	0	0	0	0
AKT3	38.200000	191	0	0	0	0	0
ACVR2A	38.200000	191	0	0	0	0	0
ZNF254	38.000000	190	0	0	0	0	0
TMEM183A	38.000000	190	0	0	0	0	0
TIFA	38.000000	190	0	0	0	0	0
STK24	38.000000	190	0	0	0	0	0
SPATA7	38.000000	190	0	0	0	0	0
PMPCB	38.000000	190	0	0	0	0	0
PDE4D	38.000000	190	0	0	0	0	0
NUP160	38.000000	190	0	0	0	0	0
NUDCD2	38.000000	190	0	0	0	0	0
NAPEPLD	38.000000	190	0	0	0	0	0
ICA1	38.000000	190	0	0	0	0	0
HMMR	38.000000	190	0	0	0	0	0
FAN1	38.000000	190	0	0	0	0	0
DIAPH3	38.000000	190	0	0	0	0	0
CYP51A1	38.000000	190	0	0	0	0	0
CLK4	38.000000	190	0	0	0	0	0
BLMH	38.000000	190	0	0	0	0	0
BCAT1	38.000000	190	0	0	0	0	0
ZYG11B	37.800000	189	0	0	0	0	0
TRIM24	37.800000	189	0	0	0	0	0
TMED10	37.800000	189	0	0	0	0	0
STAT3	37.800000	189	0	0	0	0	0
SLC7A14	37.800000	189	0	0	0	0	0
SLC36A1	37.800000	189	0	0	0	0	0
SH3YL1	37.800000	189	0	0	0	0	0
RNF144B	37.800000	189	0	0	0	0	0
PITRM1	37.800000	189	0	0	0	0	0
PDE4B	37.800000	189	0	0	0	0	0
OSGEPL1	37.800000	189	0	0	0	0	0
NUDT12	37.800000	189	0	0	0	0	0
KIF13B	37.800000	189	0	0	0	0	0
INSIG2	37.800000	189	0	0	0	0	0
HEATR5B	37.800000	189	0	0	0	0	0
GPATCH11	37.800000	189	0	0	0	0	0
FAM204A	37.800000	189	0	0	0	0	0
DHRS7B	37.800000	189	0	0	0	0	0
CNNM2	37.800000	189	0	0	0	0	0
CCT7	37.800000	189	0	0	0	0	0
CCDC148	37.800000	189	0	0	0	0	0
ARHGEF12	37.800000	189	0	0	0	0	0
ARG2	37.800000	189	0	0	0	0	0
AKAP7	37.800000	189	0	0	0	0	0
AFTPH	37.800000	189	0	0	0	0	0
ACP1	37.800000	189	0	0	0	0	0
VWA5A	37.600000	188	0	0	0	0	0
UPF3A	37.600000	188	0	0	0	0	0
TPK1	37.600000	188	0	0	0	0	0
TMEM101	37.600000	188	0	0	0	0	0
SPRTN	37.600000	188	0	0	0	0	0
RPS6KC1	37.600000	188	0	0	0	0	0
RPP21	37.600000	188	0	0	0	0	0
PGRMC2	37.600000	188	0	0	0	0	0
PAPSS1	37.600000	188	0	0	0	0	0
NUS1	37.600000	188	0	0	0	0	0
NOL11	37.600000	188	0	0	0	0	0
LOC100287896	37.600000	188	0	0	0	0	0
LIPT2	37.600000	188	0	0	0	0	0
KPNA2	37.600000	188	0	0	0	0	0
IL15	37.600000	188	0	0	0	0	0
HMGCS1	37.600000	188	0	0	0	0	0
FAM122A	37.600000	188	0	0	0	0	0
EXOC8	37.600000	188	0	0	0	0	0
EMSY	37.600000	188	0	0	0	0	0
DTX4	37.600000	188	0	0	0	0	0
DBT	37.600000	188	0	0	0	0	0
CGRRF1	37.600000	188	0	0	0	0	0
CCDC71L	37.600000	188	0	0	0	0	0
CBR4	37.600000	188	0	0	0	0	0
B2M	37.600000	188	0	0	0	0	0
ANKRD42	37.600000	188	0	0	0	0	0
ABCC5	37.600000	188	0	0	0	0	0
ZNF443	37.400000	187	0	0	0	0	0
ZCCHC7	37.400000	187	0	0	0	0	0
VPS41	37.400000	187	0	0	0	0	0
TBC1D15	37.400000	187	0	0	0	0	0
TAF15	37.400000	108	0	0	79	0	0
SF3B5	37.400000	187	0	0	0	0	0
RAD54L2	37.400000	187	0	0	0	0	0
PRSS23	37.400000	187	0	0	0	0	0
PPP6R1	37.400000	187	0	0	0	0	0
MGST2	37.400000	187	0	0	0	0	0
METTL15	37.400000	187	0	0	0	0	0
KNTC1	37.400000	187	0	0	0	0	0
KIF27	37.400000	187	0	0	0	0	0
KIF18A	37.400000	187	0	0	0	0	0
KCTD9	37.400000	187	0	0	0	0	0
HECTD1	37.400000	187	0	0	0	0	0
GUF1	37.400000	187	0	0	0	0	0
FERMT2	37.400000	187	0	0	0	0	0
CYCS	37.400000	187	0	0	0	0	0
CDCA2	37.400000	187	0	0	0	0	0
BORCS5	37.400000	187	0	0	0	0	0
ATP5PO	37.400000	187	0	0	0	0	0
ALS2	37.400000	187	0	0	0	0	0
YIPF4	37.200000	186	0	0	0	0	0
WDR91	37.200000	186	0	0	0	0	0
UROS	37.200000	186	0	0	0	0	0
UQCR11	37.200000	186	0	0	0	0	0
UMAD1	37.200000	186	0	0	0	0	0
TRMT10C	37.200000	186	0	0	0	0	0
TMEM38B	37.200000	186	0	0	0	0	0
SDC2	37.200000	186	0	0	0	0	0
RAB3C	37.200000	186	0	0	0	0	0
PET117	37.200000	186	0	0	0	0	0
PDSS1	37.200000	186	0	0	0	0	0
PCYT1A	37.200000	186	0	0	0	0	0
MOCS3	37.200000	186	0	0	0	0	0
MKLN1	37.200000	186	0	0	0	0	0
KAT14	37.200000	186	0	0	0	0	0
GLG1	37.200000	186	0	0	0	0	0
FGF20	37.200000	98	0	0	88	0	0
ERCC6	37.200000	186	0	0	0	0	0
ELP6	37.200000	81	0	0	105	0	0
ELAC1	37.200000	186	0	0	0	0	0
DPM1	37.200000	186	0	0	0	0	0
DNAJC13	37.200000	186	0	0	0	0	0
CSNK1G3	37.200000	186	0	0	0	0	0
COP1	37.200000	104	0	0	0	82	0
CIAO2A	37.200000	186	0	0	0	0	0
CHAMP1	37.200000	186	0	0	0	0	0
CDK19	37.200000	186	0	0	0	0	0
C12orf73	37.200000	186	0	0	0	0	0
BZW2	37.200000	186	0	0	0	0	0
BCCIP	37.200000	186	0	0	0	0	0
ATG7	37.200000	186	0	0	0	0	0
ARHGAP18	37.200000	186	0	0	0	0	0
ANKMY2	37.200000	186	0	0	0	0	0
AMD1	37.200000	186	0	0	0	0	0
ZNF675	37.000000	185	0	0	0	0	0
ZNF460	37.000000	185	0	0	0	0	0
ZNF430	37.000000	185	0	0	0	0	0
ZNF284	37.000000	185	0	0	0	0	0
ZFP91	37.000000	185	0	0	0	0	0
USP17L22	37.000000	185	0	0	0	0	0
USP17L20	37.000000	185	0	0	0	0	0
ULK4	37.000000	185	0	0	0	0	0
UBL7	37.000000	185	0	0	0	0	0
TMEM65	37.000000	185	0	0	0	0	0
SRSF3	37.000000	185	0	0	0	0	0
SDK1	37.000000	80	0	0	105	0	0
RIOK3	37.000000	185	0	0	0	0	0
PER2	37.000000	185	0	0	0	0	0
MEOX2	37.000000	185	0	0	0	0	0
LTBP1	37.000000	185	0	0	0	0	0
ISY1-RAB43	37.000000	185	0	0	0	0	0
ISY1	37.000000	185	0	0	0	0	0
IL18R1	37.000000	86	0	0	99	0	0
FLRT3	37.000000	185	0	0	0	0	0
FAM214A	37.000000	185	0	0	0	0	0
EPC2	37.000000	185	0	0	0	0	0
DPYSL3	37.000000	185	0	0	0	0	0
B3GALNT2	37.000000	185	0	0	0	0	0
ATP5MC1	37.000000	185	0	0	0	0	0
ZNF83	36.800000	184	0	0	0	0	0
ZNF37A	36.800000	184	0	0	0	0	0
ZNF239	36.800000	100	0	0	84	0	0
XPR1	36.800000	184	0	0	0	0	0
UBE2N	36.800000	184	0	0	0	0	0
TTC4	36.800000	184	0	0	0	0	0
